Column1,Column2,Column3,Column4,Column5,Column6
2021-2022,Apertura,  Sabado 30 de Octubre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 14-n30 Octubre 2021 - 1200 hrs,  2 - 0,  Oli­mpico Universitario,  121788-pumas-vs-toluca
2021-2022,Apertura,  Domingo 31 de Octubre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 14-n31 Octubre 2021 - 1200 hrs,  1 - 1,  Cuauhtemoc,  121789-puebla-fc-vs-guadalajara
2021-2022,Apertura,  Lunes 1 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 14-n1 Noviembre 2021 - 1700 hrs,  1 - 2,  Victoria,  121790-necaxa-vs-tijuana
2021-2022,Apertura,  Lunes 1 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 14-n1 Noviembre 2021 - 1900 hrs,  1 - 3,  Nou Camp,  121791-leon-vs-pachuca
2021-2022,Apertura,  Lunes 1 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 14-n1 Noviembre 2021 - 1900 hrs,  3 - 1,  Estadio BBVA,  121792-rayados-de-monterrey-vs-america
2021-2022,Apertura,  Lunes 1 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 14-n1 Noviembre 2021 - 1900 hrs,  3 - 0,  Universitario,  121793-tigres-de-la-uanl-vs-fc-juarez
2021-2022,Apertura,  Lunes 1 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 14-n1 Noviembre 2021 - 2100 hrs,  3 - 1,  TSM Corona,  121794-santos-laguna-vs-club-atletico-de-san-luis
2021-2022,Apertura,  Sabado 6 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 15-n6 Noviembre 2021 - 1200 hrs,  3 - 2,  Jalisco,  121795-atlas-vs-america
2021-2022,Apertura,  Sabado 6 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 15-n6 Noviembre 2021 - 1200 hrs,  1 - 0,  Instalaciones la Noria Cancha 3 (Sintetica),  121796-cruz-azul-vs-necaxa
2021-2022,Apertura,  Domingo 7 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 15-n7 Noviembre 2021 - 1030 hrs,  0 - 2,  Verde Valle,  121797-guadalajara-vs-gallos-blancos-de-queretaro
2021-2022,Apertura,  Domingo 7 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 15-n7 Noviembre 2021 - 1700 hrs,  0 - 3,  Alfonso Lastras Rami­rez,  121798-club-atletico-de-san-luis-vs-rayados-de-monterrey
2021-2022,Apertura,  Lunes 8 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 15-n8 Noviembre 2021 - 1700 hrs,  0 - 3,  Nemesio Diez,  121799-toluca-vs-leon
2021-2022,Apertura,  Lunes 8 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 15-n8 Noviembre 2021 - 1900 hrs,  4 - 0,  Hidalgo,  121800-pachuca-vs-santos-laguna
2021-2022,Apertura,  Lunes 8 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 15-n8 Noviembre 2021 - 1910 hrs,  2 - 1,  Universitario,  121801-tigres-de-la-uanl-vs-pumas
2021-2022,Apertura,  Lunes 8 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 15-n8 Noviembre 2021 - 1900 hrs,  5 - 0,  Caliente,  121802-tijuana-vs-mazatlan-fc
2021-2022,Apertura,  Lunes 8 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 15-n8 Noviembre 2021 - 2015 hrs,  1 - 2,  Oli­mpico Benito Juarez,  121803-fc-juarez-vs-puebla-fc
2021-2022,Apertura,  Viernes 12 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 16-n12 Noviembre 2021 - 1800 hrs,  0 - 0,  Nou Camp,  121805-leon-vs-club-atletico-de-san-luis
2021-2022,Apertura,  Viernes 12 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 16-n12 Noviembre 2021 - 1900 hrs,  0 - 1,  Estadio Mazatlan,  121806-mazatlan-fc-vs-toluca
2021-2022,Apertura,  Sabado 13 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 16-n13 Noviembre 2021 - 1200 hrs,  2 - 1,  Jalisco,  121807-atlas-vs-pachuca
2021-2022,Apertura,  Sabado 13 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 16-n13 Noviembre 2021 - 1200 hrs,  0 - 1,  Oli­mpico Universitario,  121808-pumas-vs-puebla-fc
2021-2022,Apertura,  Sabado 13 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 16-n13 Noviembre 2021 - 1600 hrs,  3 - 1,  Victoria,  121809-necaxa-vs-fc-juarez
2021-2022,Apertura,  Sabado 13 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 16-n13 Noviembre 2021 - 1700 hrs,  4 - 2,  La Corregidora,  121804-gallos-blancos-de-queretaro-vs-santos-laguna
2021-2022,Apertura,  Sabado 13 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 16-n13 Noviembre 2021 - 2000 hrs,  1 - 1,  Azteca,  121810-america-vs-tigres-de-la-uanl
2021-2022,Apertura,  Lunes 15 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 16-n15 Noviembre 2021 - 1900 hrs,  2 - 1,  Estadio BBVA,  121811-rayados-de-monterrey-vs-guadalajara
2021-2022,Apertura,  Lunes 15 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 16-n15 Noviembre 2021 - 1900 hrs,  4 - 1,  Caliente,  121812-tijuana-vs-cruz-azul
2021-2022,Apertura,  Viernes 19 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 17-n19 Noviembre 2021 - 1700 hrs,  0 - 4,  Nemesio Diez,  121813-toluca-vs-guadalajara
2021-2022,Apertura,  Sabado 20 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 17-n20 Noviembre 2021 - 1000 hrs,  4 - 1,  Cancha Centenario No 5 (Natural) Instalaciones Club America,  121814-america-vs-leon
2021-2022,Apertura,  Sabado 20 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 17-n20 Noviembre 2021 - 1200 hrs,  4 - 0,  Oli­mpico Universitario,  121815-pumas-vs-mazatlan-fc
2021-2022,Apertura,  Sabado 20 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 17-n20 Noviembre 2021 - 1700 hrs,  5 - 0,  Estadio BBVA,  121819-rayados-de-monterrey-vs-cruz-azul
2021-2022,Apertura,  Sabado 20 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 17-n20 Noviembre 2021 - 1600 hrs,  2 - 4,  Oli­mpico Benito Juarez,  121820-fc-juarez-vs-tijuana
2021-2022,Apertura,  Sabado 20 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 17-n20 Noviembre 2021 - 1900 hrs,  2 - 0,  Hidalgo,  121816-pachuca-vs-gallos-blancos-de-queretaro
2021-2022,Apertura,  Domingo 21 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 17-n21 Noviembre 2021 - 1200 hrs,  0 - 4,  Cuauhtemoc,  121817-puebla-fc-vs-atlas
2021-2022,Apertura,  Domingo 21 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 17-n21 Noviembre 2021 - 1700 hrs,  1 - 1,  Alfonso Lastras Rami­rez,  121818-club-atletico-de-san-luis-vs-necaxa
2021-2022,Apertura,  Domingo 21 de Noviembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nJornada 17-n21 Noviembre 2021 - 2100 hrs,  0 - 2,  TSM Corona,  121821-santos-laguna-vs-tigres-de-la-uanl
2021-2022,Apertura,  Viernes 3 de Diciembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nCuartos Ida-n3 Diciembre 2021 - 1245 hrs,  0 - 4,  Instalaciones la Noria Cancha 1,  124142-cruz-azul-vs-tigres-de-la-uanl
2021-2022,Apertura,  Viernes 3 de Diciembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nCuartos Ida-n3 Diciembre 2021 - 1800 hrs,  2 - 2,  TSM Corona,  124144-santos-laguna-vs-atlas
2021-2022,Apertura,  Viernes 3 de Diciembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nCuartos Ida-n3 Diciembre 2021 - 2000 hrs,  2 - 1,  Azteca,  124145-america-vs-guadalajara
2021-2022,Apertura,  Viernes 3 de Diciembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nCuartos Ida-n3 Diciembre 2021 - 1930 hrs,  1 - 1,  Caliente,  124143-tijuana-vs-rayados-de-monterrey
2021-2022,Apertura,  Lunes 6 de Diciembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nCuartos Vuelta-n6 Diciembre 2021 - 1200 hrs,  2 - 1,  Jalisco,  124148-atlas-vs-santos-laguna
2021-2022,Apertura,  Lunes 6 de Diciembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nCuartos Vuelta-n6 Diciembre 2021 - 1900 hrs,  0 - 0,  Estadio AKRON,  124149-guadalajara-vs-america
2021-2022,Apertura,  Lunes 6 de Diciembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nCuartos Vuelta-n6 Diciembre 2021 - 1900 hrs,  4 - 0,  Universitario,  124146-tigres-de-la-uanl-vs-cruz-azul
2021-2022,Apertura,  Lunes 6 de Diciembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nCuartos Vuelta-n6 Diciembre 2021 - 2100 hrs,  1 - 1,  Estadio BBVA,  124147-rayados-de-monterrey-vs-tijuana
2021-2022,Apertura,  Viernes 10 de Diciembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nSemifinal Ida-n10 Diciembre 2021 - 1100 hrs,  1 - 0,  Jalisco,  124191-atlas-vs-rayados-de-monterrey
2021-2022,Apertura,  Viernes 10 de Diciembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nSemifinal Ida-n10 Diciembre 2021 - 2000 hrs,  2 - 1,  Azteca,  124190-america-vs-tigres-de-la-uanl
2021-2022,Apertura,  Lunes 13 de Diciembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nSemifinal Vuelta-n13 Diciembre 2021 - 1900 hrs,  4 - 0,  Universitario,  124192-tigres-de-la-uanl-vs-america
2021-2022,Apertura,  Lunes 13 de Diciembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nSemifinal Vuelta-n13 Diciembre 2021 - 2100 hrs,  2 - 1,  Estadio BBVA,  124193-rayados-de-monterrey-vs-atlas
2021-2022,Apertura,  Viernes 17 de Diciembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nFinal Ida-n17 Diciembre 2021 - 2106 hrs,  2 - 2,  Estadio BBVA,  124367-rayados-de-monterrey-vs-tigres-de-la-uanl
2021-2022,Apertura,  Lunes 20 de Diciembre de 2021-nTemporada 2021-2022-nTorneo Apertura-nFinal Vuelta-n20 Diciembre 2021 - 2000 hrs,  0 - 0,  Universitario,  124368-tigres-de-la-uanl-vs-rayados-de-monterrey
2021-2022,Clausura,  Sabado 8 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 1-n8 Enero 2022 - 1200 hrs,  1 - 0,  Oli­mpico Universitario,  125246-pumas-vs-leon
2021-2022,Clausura,  Domingo 9 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 1-n9 Enero 2022 - 1200 hrs,  1 - 3,  Cuauhtemoc,  125247-puebla-fc-vs-toluca
2021-2022,Clausura,  Domingo 9 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 1-n9 Enero 2022 - 1900 hrs,  0 - 1,  Oli­mpico Benito Juarez,  125248-fc-juarez-vs-club-atletico-de-san-luis
2021-2022,Clausura,  Lunes 10 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 1-n10 Enero 2022 - 1700 hrs,  1 - 3,  Victoria,  125249-necaxa-vs-tigres-de-la-uanl
2021-2022,Clausura,  Lunes 10 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 1-n10 Enero 2022 - 1900 hrs,  1 - 1,  Azteca,  125250-america-vs-atlas
2021-2022,Clausura,  Lunes 10 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 1-n10 Enero 2022 - 2100 hrs,  1 - 4,  Hidalgo,  125252-pachuca-vs-guadalajara
2021-2022,Clausura,  Lunes 10 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 1-n10 Enero 2022 - 1900 hrs,  2 - 1,  Caliente,  125253-tijuana-vs-santos-laguna
2021-2022,Clausura,  Sabado 15 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 2-n15 Enero 2022 - 1200 hrs,  0 - 1,  Oli­mpico Universitario,  125255-pumas-vs-america
2021-2022,Clausura,  Sabado 15 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 2-n15 Enero 2022 - 1700 hrs,  0 - 2,  Estadio Oli­mpico Alameda,  125254-gallos-blancos-de-queretaro-vs-pachuca
2021-2022,Clausura,  Domingo 16 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 2-n16 Enero 2022 - 1200 hrs,  0 - 3,  Cuauhtemoc,  125256-puebla-fc-vs-rayados-de-monterrey
2021-2022,Clausura,  Lunes 17 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 2-n17 Enero 2022 - 1200 hrs,  1 - 1,  Jalisco,  125258-atlas-vs-mazatlan-fc
2021-2022,Clausura,  Lunes 17 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 2-n17 Enero 2022 - 1700 hrs,  3 - 3,  Nemesio Diez,  125259-toluca-vs-tijuana
2021-2022,Clausura,  Lunes 17 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 2-n17 Enero 2022 - 1900 hrs,  1 - 1,  Universitario,  125261-tigres-de-la-uanl-vs-guadalajara
2021-2022,Clausura,  Lunes 17 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 2-n17 Enero 2022 - 2100 hrs,  1 - 3,  Nou Camp,  125260-leon-vs-fc-juarez
2021-2022,Clausura,  Martes 18 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 2-n18 Enero 2022 - 1700 hrs,  1 - 1,  Alfonso Lastras Rami­rez,  125257-club-atletico-de-san-luis-vs-cruz-azul
2021-2022,Clausura,  Miercoles 19 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 2-n19 Enero 2022 - 1900 hrs,  1 - 1,  TSM Corona,  125262-santos-laguna-vs-necaxa
2021-2022,Clausura,  Sabado 22 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 3-n22 Enero 2022 - 1200 hrs,  1 - 0,  Jalisco,  125263-atlas-vs-santos-laguna
2021-2022,Clausura,  Sabado 22 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 3-n22 Enero 2022 - 1200 hrs,  0 - 1,  Instalaciones la Noria Cancha 3 (Sintetica),  125264-cruz-azul-vs-gallos-blancos-de-queretaro
2021-2022,Clausura,  Domingo 23 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 3-n23 Enero 2022 - 1800 hrs,  0 - 0,  Estadio Mazatlan,  125265-mazatlan-fc-vs-puebla-fc
2021-2022,Clausura,  Lunes 24 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 3-n24 Enero 2022 - 1700 hrs,  1 - 0,  Victoria,  125266-necaxa-vs-pumas
2021-2022,Clausura,  Lunes 24 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 3-n24 Enero 2022 - 1900 hrs,  0 - 2,  Azteca,  125267-america-vs-rayados-de-monterrey
2021-2022,Clausura,  Lunes 24 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 3-n24 Enero 2022 - 1900 hrs,  3 - 0,  Hidalgo,  125268-pachuca-vs-leon
2021-2022,Clausura,  Lunes 24 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 3-n24 Enero 2022 - 2100 hrs,  2 - 0,  Estadio AKRON,  125269-guadalajara-vs-toluca
2021-2022,Clausura,  Lunes 24 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 3-n24 Enero 2022 - 1900 hrs,  2 - 2,  Caliente,  125270-tijuana-vs-club-atletico-de-san-luis
2021-2022,Clausura,  Jueves 27 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 4-n27 Enero 2022 - 1200 hrs,  1 - 0,  Instalaciones la Noria Cancha 3 (Sintetica),  125273-cruz-azul-vs-fc-juarez
2021-2022,Clausura,  Jueves 27 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 4-n27 Enero 2022 - 1545 hrs,  1 - 2,  Cuauhtemoc,  125274-puebla-fc-vs-pachuca
2021-2022,Clausura,  Jueves 27 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 4-n27 Enero 2022 - 1900 hrs,  1 - 1,  Nou Camp,  125275-leon-vs-tijuana
2021-2022,Clausura,  Jueves 27 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 4-n27 Enero 2022 - 2000 hrs,  4 - 0,  Estadio BBVA,  125272-rayados-de-monterrey-vs-mazatlan-fc
2021-2022,Clausura,  Jueves 27 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 4-n27 Enero 2022 - 2100 hrs,  1 - 0,  TSM Corona,  125276-santos-laguna-vs-toluca
2021-2022,Clausura,  Viernes 28 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 4-n28 Enero 2022 - 1200 hrs,  0 - 3,  Victoria,  125277-necaxa-vs-guadalajara
2021-2022,Clausura,  Viernes 28 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 4-n28 Enero 2022 - 1700 hrs,  1 - 4,  Alfonso Lastras Rami­rez,  125278-club-atletico-de-san-luis-vs-america
2021-2022,Clausura,  Viernes 28 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 4-n28 Enero 2022 - 1700 hrs,  0 - 0,  Estadio Oli­mpico Alameda,  125279-gallos-blancos-de-queretaro-vs-pumas
2021-2022,Clausura,  Viernes 28 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 4-n28 Enero 2022 - 1900 hrs,  5 - 1,  Universitario,  125280-tigres-de-la-uanl-vs-atlas
2021-2022,Clausura,  Domingo 30 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 5-n30 Enero 2022 - 1000 hrs,  1 - 3,  Nemesio Diez,  125281-toluca-vs-pachuca
2021-2022,Clausura,  Lunes 31 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 5-n31 Enero 2022 - 1200 hrs,  1 - 0,  Jalisco,  125283-atlas-vs-puebla-fc
2021-2022,Clausura,  Lunes 31 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 5-n31 Enero 2022 - 1545 hrs,  3 - 0,  Cancha Centenario No 5 (Natural) Instalaciones Club America,  125284-america-vs-necaxa
2021-2022,Clausura,  Lunes 31 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 5-n31 Enero 2022 - 1700 hrs,  1 - 3,  Oli­mpico Benito Juarez,  125282-fc-juarez-vs-rayados-de-monterrey
2021-2022,Clausura,  Lunes 31 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 5-n31 Enero 2022 - 1900 hrs,  1 - 0,  Estadio AKRON,  125286-guadalajara-vs-cruz-azul
2021-2022,Clausura,  Lunes 31 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 5-n31 Enero 2022 - 1900 hrs,  4 - 2,  Nou Camp,  125287-leon-vs-gallos-blancos-de-queretaro
2021-2022,Clausura,  Lunes 31 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 5-n31 Enero 2022 - 1900 hrs,  1 - 0,  Estadio Mazatlan,  125288-mazatlan-fc-vs-club-atletico-de-san-luis
2021-2022,Clausura,  Lunes 31 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 5-n31 Enero 2022 - 2000 hrs,  4 - 0,  Oli­mpico Universitario,  125285-pumas-vs-santos-laguna
2021-2022,Clausura,  Lunes 31 de Enero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 5-n31 Enero 2022 - 1900 hrs,  1 - 1,  Caliente,  125289-tijuana-vs-tigres-de-la-uanl
2021-2022,Clausura,  Viernes 4 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 6-n4 Febrero 2022 - 1700 hrs,  2 - 2,  Estadio Oli­mpico Alameda,  125290-gallos-blancos-de-queretaro-vs-guadalajara
2021-2022,Clausura,  Viernes 4 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 6-n4 Febrero 2022 - 1900 hrs,  2 - 4,  Estadio Mazatlan,  125291-mazatlan-fc-vs-tigres-de-la-uanl
2021-2022,Clausura,  Sabado 5 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 6-n5 Febrero 2022 - 1200 hrs,  1 - 3,  Instalaciones la Noria Cancha 3 (Sintetica),  125292-cruz-azul-vs-america
2021-2022,Clausura,  Domingo 6 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 6-n6 Febrero 2022 - 1200 hrs,  2 - 0,  Cuauhtemoc,  125293-puebla-fc-vs-tijuana
2021-2022,Clausura,  Domingo 6 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 6-n6 Febrero 2022 - 1700 hrs,  2 - 2,  Alfonso Lastras Rami­rez,  125294-club-atletico-de-san-luis-vs-toluca
2021-2022,Clausura,  Lunes 7 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 6-n7 Febrero 2022 - 1700 hrs,  1 - 1,  Victoria,  125295-necaxa-vs-atlas
2021-2022,Clausura,  Lunes 7 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 6-n7 Febrero 2022 - 1700 hrs,  3 - 1,  Hidalgo,  125296-pachuca-vs-fc-juarez
2021-2022,Clausura,  Lunes 7 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 6-n7 Febrero 2022 - 1900 hrs,  5 - 2,  Estadio BBVA,  125297-rayados-de-monterrey-vs-pumas
2021-2022,Clausura,  Lunes 7 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 6-n7 Febrero 2022 - 1900 hrs,  1 - 3,  TSM Corona,  125298-santos-laguna-vs-leon
2021-2022,Clausura,  Jueves 10 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 7-n10 Febrero 2022 - 1900 hrs,  1 - 4,  Nou Camp,  125299-leon-vs-america
2021-2022,Clausura,  Jueves 10 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 7-n10 Febrero 2022 - 1900 hrs,  2 - 0,  Universitario,  125300-tigres-de-la-uanl-vs-puebla-fc
2021-2022,Clausura,  Jueves 10 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 7-n10 Febrero 2022 - 1900 hrs,  1 - 1,  Caliente,  125301-tijuana-vs-pachuca
2021-2022,Clausura,  Viernes 11 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 7-n11 Febrero 2022 - 1700 hrs,  2 - 1,  Estadio Oli­mpico Alameda,  125302-gallos-blancos-de-queretaro-vs-mazatlan-fc
2021-2022,Clausura,  Viernes 11 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 7-n11 Febrero 2022 - 1700 hrs,  1 - 3,  Nemesio Diez,  125303-toluca-vs-rayados-de-monterrey
2021-2022,Clausura,  Sabado 12 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 7-n12 Febrero 2022 - 1200 hrs,  1 - 1,  Oli­mpico Universitario,  125304-pumas-vs-cruz-azul
2021-2022,Clausura,  Sabado 12 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 7-n12 Febrero 2022 - 1200 hrs,  1 - 1,  Jalisco,  125305-atlas-vs-club-atletico-de-san-luis
2021-2022,Clausura,  Domingo 13 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 7-n13 Febrero 2022 - 1030 hrs,  1 - 0,  Estadio AKRON,  125306-guadalajara-vs-santos-laguna
2021-2022,Clausura,  Domingo 13 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 7-n13 Febrero 2022 - 1245 hrs,  2 - 3,  Oli­mpico Benito Juarez,  125307-fc-juarez-vs-necaxa
2021-2022,Clausura,  Lunes 21 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 1-n21 Febrero 2022 - 2100 hrs,  3 - 0,  Estadio BBVA,  125251-rayados-de-monterrey-vs-gallos-blancos-de-queretaro
2021-2022,Clausura,  Miercoles 23 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 3-n23 Febrero 2022 - 2000 hrs,  1 - 2,  Oli­mpico Benito Juarez,  125271-fc-juarez-vs-tigres-de-la-uanl
2021-2022,Clausura,  Sabado 26 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 8-n26 Febrero 2022 - 1200 hrs,  2 - 2,  Instalaciones la Noria Cancha 3 (Sintetica),  125308-cruz-azul-vs-tijuana
2021-2022,Clausura,  Domingo 27 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 8-n27 Febrero 2022 - 1200 hrs,  2 - 1,  Cuauhtemoc,  125309-puebla-fc-vs-pumas
2021-2022,Clausura,  Domingo 27 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 8-n27 Febrero 2022 - 1700 hrs,  0 - 0,  Alfonso Lastras Rami­rez,  125310-club-atletico-de-san-luis-vs-guadalajara
2021-2022,Clausura,  Domingo 27 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 8-n27 Febrero 2022 - 1600 hrs,  0 - 1,  Oli­mpico Benito Juarez,  125311-fc-juarez-vs-toluca
2021-2022,Clausura,  Lunes 28 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 8-n28 Febrero 2022 - 1545 hrs,  3 - 0,  Cancha Centenario No 5 (Natural) Instalaciones Club America,  125313-america-vs-mazatlan-fc
2021-2022,Clausura,  Lunes 28 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 8-n28 Febrero 2022 - 1800 hrs,  0 - 0,  Victoria,  125312-necaxa-vs-leon
2021-2022,Clausura,  Lunes 28 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 8-n28 Febrero 2022 - 1900 hrs,  0 - 1,  Hidalgo,  125314-pachuca-vs-tigres-de-la-uanl
2021-2022,Clausura,  Lunes 28 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 8-n28 Febrero 2022 - 1900 hrs,  0 - 1,  TSM Corona,  125315-santos-laguna-vs-gallos-blancos-de-queretaro
2021-2022,Clausura,  Lunes 28 de Febrero de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 8-n28 Febrero 2022 - 2100 hrs,  5 - 1,  Estadio BBVA,  125316-rayados-de-monterrey-vs-atlas
