Column1,Column2,Column3,Column4,Column5,Column6
2021-2022,Clausura,  Viernes 4 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 9-n4 Marzo 2022 - 1900 hrs,  2 - 1,  Estadio Mazatlan,  125317-mazatlan-fc-vs-necaxa
2021-2022,Clausura,  Sabado 5 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 9-n5 Marzo 2022 - 1200 hrs,  6 - 1,  Jalisco,  125318-atlas-vs-tijuana
2021-2022,Clausura,  Sabado 5 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 9-n5 Marzo 2022 - 1200 hrs,  1 - 0,  Oli­mpico Universitario,  125319-pumas-vs-pachuca
2021-2022,Clausura,  Sabado 12 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 10-n12 Marzo 2022 - 1200 hrs,  2 - 3,  Instalaciones la Noria Cancha 3 (Sintetica),  125328-cruz-azul-vs-santos-laguna
2021-2022,Clausura,  Sabado 12 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 10-n12 Marzo 2022 - 1900 hrs,  2 - 0,  Hidalgo,  125329-pachuca-vs-club-atletico-de-san-luis
2021-2022,Clausura,  Sabado 12 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 10-n12 Marzo 2022 - 1800 hrs,  0 - 0,  Estadio Mazatlan,  125327-mazatlan-fc-vs-leon
2021-2022,Clausura,  Domingo 13 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 10-n13 Marzo 2022 - 1200 hrs,  2 - 1,  Cuauhtemoc,  125330-puebla-fc-vs-fc-juarez
2021-2022,Clausura,  Domingo 13 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 10-n13 Marzo 2022 - 2100 hrs,  1 - 2,  Azteca,  125331-america-vs-guadalajara
2021-2022,Clausura,  Lunes 14 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 10-n14 Marzo 2022 - 1700 hrs,  2 - 2,  Nemesio Diez,  125332-toluca-vs-tigres-de-la-uanl
2021-2022,Clausura,  Lunes 14 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 10-n14 Marzo 2022 - 1900 hrs,  5 - 2,  Estadio BBVA,  125333-rayados-de-monterrey-vs-necaxa
2021-2022,Clausura,  Lunes 14 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 10-n14 Marzo 2022 - 2000 hrs,  0 - 0,  Caliente,  125334-tijuana-vs-pumas
2021-2022,Clausura,  Miercoles 16 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 11-n16 Marzo 2022 - 1545 hrs,  4 - 1,  Cancha Centenario No 5 (Natural) Instalaciones Club America,  125335-america-vs-gallos-blancos-de-queretaro
2021-2022,Clausura,  Miercoles 16 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 11-n16 Marzo 2022 - 2000 hrs,  1 - 1,  Oli­mpico Benito Juarez,  125336-fc-juarez-vs-mazatlan-fc
2021-2022,Clausura,  Jueves 17 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 11-n17 Marzo 2022 - 1000 hrs,  2 - 0,  La Esmeralda,  125339-leon-vs-puebla-fc
2021-2022,Clausura,  Jueves 17 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 11-n17 Marzo 2022 - 1200 hrs,  2 - 2,  Victoria,  125338-necaxa-vs-toluca
2021-2022,Clausura,  Jueves 17 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 11-n17 Marzo 2022 - 1900 hrs,  0 - 1,  TSM Corona,  125340-santos-laguna-vs-pachuca
2021-2022,Clausura,  Jueves 17 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 11-n17 Marzo 2022 - 1900 hrs,  4 - 0,  Universitario,  125341-tigres-de-la-uanl-vs-cruz-azul
2021-2022,Clausura,  Jueves 17 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 11-n17 Marzo 2022 - 2100 hrs,  1 - 0,  Estadio BBVA,  125337-rayados-de-monterrey-vs-club-atletico-de-san-luis
2021-2022,Clausura,  Viernes 18 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 11-n18 Marzo 2022 - 1030 hrs,  3 - 0,  Verde Valle 2,  125343-guadalajara-vs-tijuana
2021-2022,Clausura,  Viernes 18 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 11-n18 Marzo 2022 - 1700 hrs,  0 - 0,  Oli­mpico Universitario,  125342-pumas-vs-atlas
2021-2022,Clausura,  Domingo 20 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 12-n20 Marzo 2022 - 1700 hrs,  3 - 0,  Estadio Oli­mpico Alameda,  125344-gallos-blancos-de-queretaro-vs-necaxa
2021-2022,Clausura,  Domingo 20 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 12-n20 Marzo 2022 - 1700 hrs,  2 - 4,  Alfonso Lastras Rami­rez,  125345-club-atletico-de-san-luis-vs-santos-laguna
2021-2022,Clausura,  Lunes 21 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 12-n21 Marzo 2022 - 1200 hrs,  2 - 1,  Jalisco,  125346-atlas-vs-fc-juarez
2021-2022,Clausura,  Lunes 21 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 12-n21 Marzo 2022 - 1200 hrs,  0 - 2,  Instalaciones la Noria Cancha 3 (Sintetica),  125347-cruz-azul-vs-pachuca
2021-2022,Clausura,  Lunes 21 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 12-n21 Marzo 2022 - 1700 hrs,  0 - 4,  Nemesio Diez,  125348-toluca-vs-america
2021-2022,Clausura,  Lunes 21 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 12-n21 Marzo 2022 - 1900 hrs,  1 - 0,  Estadio AKRON,  125349-guadalajara-vs-puebla-fc
2021-2022,Clausura,  Lunes 21 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 12-n21 Marzo 2022 - 1900 hrs,  6 - 0,  Universitario,  125350-tigres-de-la-uanl-vs-leon
2021-2022,Clausura,  Lunes 21 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 12-n21 Marzo 2022 - 1900 hrs,  0 - 2,  Estadio Mazatlan,  125351-mazatlan-fc-vs-pumas
2021-2022,Clausura,  Lunes 21 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 12-n21 Marzo 2022 - 2000 hrs,  2 - 0,  Caliente,  125352-tijuana-vs-rayados-de-monterrey
2021-2022,Clausura,  Sabado 26 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 13-n26 Marzo 2022 - 1200 hrs,  2 - 1,  Instalaciones la Noria Cancha 3 (Sintetica),  125353-cruz-azul-vs-atlas
2021-2022,Clausura,  Sabado 26 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 13-n26 Marzo 2022 - 1900 hrs,  1 - 0,  Oli­mpico Benito Juarez,  125354-fc-juarez-vs-pumas
2021-2022,Clausura,  Domingo 27 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 13-n27 Marzo 2022 - 1000 hrs,  3 - 1,  El Barrial,  125355-rayados-de-monterrey-vs-santos-laguna
2021-2022,Clausura,  Domingo 27 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 13-n27 Marzo 2022 - 1200 hrs,  1 - 1,  Cuauhtemoc,  125356-puebla-fc-vs-america
2021-2022,Clausura,  Domingo 27 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 13-n27 Marzo 2022 - 1700 hrs,  0 - 6,  Alfonso Lastras Rami­rez,  125357-club-atletico-de-san-luis-vs-tigres-de-la-uanl
2021-2022,Clausura,  Lunes 28 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 13-n28 Marzo 2022 - 1600 hrs,  3 - 0,  Nemesio Diez,  125358-toluca-vs-gallos-blancos-de-queretaro
2021-2022,Clausura,  Lunes 28 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 13-n28 Marzo 2022 - 1900 hrs,  5 - 0,  Hidalgo,  125359-pachuca-vs-mazatlan-fc
2021-2022,Clausura,  Lunes 28 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 13-n28 Marzo 2022 - 2100 hrs,  0 - 2,  Nou Camp,  125360-leon-vs-guadalajara
2021-2022,Clausura,  Lunes 28 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 13-n28 Marzo 2022 - 2000 hrs,  1 - 1,  Caliente,  125361-tijuana-vs-necaxa
2021-2022,Clausura,  Jueves 31 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 14-n31 Marzo 2022 - 1600 hrs,  1 - 2,  Victoria,  125362-necaxa-vs-club-atletico-de-san-luis
2021-2022,Clausura,  Jueves 31 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 14-n31 Marzo 2022 - 2100 hrs,  2 - 3,  Nou Camp,  125363-leon-vs-cruz-azul
2021-2022,Clausura,  Jueves 31 de Marzo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 14-n31 Marzo 2022 - 2100 hrs,  0 - 0,  TSM Corona,  125365-santos-laguna-vs-puebla-fc
2021-2022,Clausura,  Viernes 1 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 14-n1 Abril 2022 - 1545 hrs,  2 - 1,  Cancha Centenario No 5 (Natural) Instalaciones Club America,  125366-america-vs-fc-juarez
2021-2022,Clausura,  Viernes 1 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 14-n1 Abril 2022 - 1700 hrs,  0 - 2,  Estadio Oli­mpico Alameda,  125367-gallos-blancos-de-queretaro-vs-tijuana
2021-2022,Clausura,  Sabado 2 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 14-n2 Abril 2022 - 1200 hrs,  3 - 2,  Jalisco,  125369-atlas-vs-toluca
2021-2022,Clausura,  Sabado 2 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 14-n2 Abril 2022 - 1200 hrs,  0 - 1,  Oli­mpico Universitario,  125370-pumas-vs-tigres-de-la-uanl
2021-2022,Clausura,  Domingo 3 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 14-n3 Abril 2022 - 1800 hrs,  0 - 1,  Estadio Mazatlan,  125368-mazatlan-fc-vs-guadalajara
2021-2022,Clausura,  Domingo 3 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 14-n3 Abril 2022 - 1900 hrs,  5 - 0,  Estadio BBVA,  125364-rayados-de-monterrey-vs-pachuca
2021-2022,Clausura,  Jueves 7 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 10-n7 Abril 2022 - 1700 hrs,  1 - 3,  Estadio Oli­mpico Alameda,  125326-gallos-blancos-de-queretaro-vs-atlas
2021-2022,Clausura,  Domingo 10 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 9-n10 Abril 2022 - 1900 hrs,  1 - 6,  Nou Camp,  125323-leon-vs-rayados-de-monterrey
2021-2022,Clausura,  Lunes 11 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 9-n11 Abril 2022 - 1700 hrs,  3 - 1,  Alfonso Lastras Rami­rez,  125320-club-atletico-de-san-luis-vs-puebla-fc
2021-2022,Clausura,  Lunes 11 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 9-n11 Abril 2022 - 1700 hrs,  3 - 1,  Nemesio Diez,  125321-toluca-vs-cruz-azul
2021-2022,Clausura,  Lunes 11 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 9-n11 Abril 2022 - 1700 hrs,  0 - 0,  Estadio AKRON,  125322-guadalajara-vs-fc-juarez
2021-2022,Clausura,  Lunes 11 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 9-n11 Abril 2022 - 1900 hrs,  0 - 3,  TSM Corona,  125325-santos-laguna-vs-america
2021-2022,Clausura,  Jueves 14 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 9-n14 Abril 2022 - 2100 hrs,  0 - 0,  Universitario,  125324-tigres-de-la-uanl-vs-gallos-blancos-de-queretaro
2021-2022,Clausura,  Sabado 16 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 15-n16 Abril 2022 - 1200 hrs,  1 - 3,  Instalaciones la Noria Cancha 3 (Sintetica),  125371-cruz-azul-vs-rayados-de-monterrey
2021-2022,Clausura,  Sabado 16 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 15-n16 Abril 2022 - 1700 hrs,  4 - 0,  Alfonso Lastras Rami­rez,  125374-club-atletico-de-san-luis-vs-leon
2021-2022,Clausura,  Domingo 17 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 15-n17 Abril 2022 - 1200 hrs,  0 - 1,  Cuauhtemoc,  125373-puebla-fc-vs-necaxa
2021-2022,Clausura,  Domingo 17 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 15-n17 Abril 2022 - 1700 hrs,  2 - 1,  Complejo Bravo,  125375-fc-juarez-vs-gallos-blancos-de-queretaro
2021-2022,Clausura,  Lunes 18 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 15-n18 Abril 2022 - 1700 hrs,  2 - 0,  Nemesio Diez,  125376-toluca-vs-mazatlan-fc
2021-2022,Clausura,  Lunes 18 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 15-n18 Abril 2022 - 1700 hrs,  2 - 1,  Estadio AKRON,  125372-guadalajara-vs-pumas
2021-2022,Clausura,  Lunes 18 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 15-n18 Abril 2022 - 1900 hrs,  2 - 2,  Hidalgo,  125377-pachuca-vs-atlas
2021-2022,Clausura,  Lunes 18 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 15-n18 Abril 2022 - 1900 hrs,  4 - 1,  Universitario,  125378-tigres-de-la-uanl-vs-santos-laguna
2021-2022,Clausura,  Lunes 18 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 15-n18 Abril 2022 - 1900 hrs,  2 - 2,  Caliente,  125379-tijuana-vs-america
2021-2022,Clausura,  Viernes 22 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 16-n22 Abril 2022 - 1700 hrs,  1 - 0,  Estadio Oli­mpico Alameda,  125380-gallos-blancos-de-queretaro-vs-puebla-fc
2021-2022,Clausura,  Viernes 22 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 16-n22 Abril 2022 - 1700 hrs,  1 - 2,  Victoria,  125384-necaxa-vs-cruz-azul
2021-2022,Clausura,  Sabado 23 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 16-n23 Abril 2022 - 1200 hrs,  0 - 1,  Jalisco,  125382-atlas-vs-guadalajara
2021-2022,Clausura,  Sabado 23 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 16-n23 Abril 2022 - 1200 hrs,  2 - 1,  Oli­mpico Universitario,  125383-pumas-vs-club-atletico-de-san-luis
2021-2022,Clausura,  Domingo 24 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 16-n24 Abril 2022 - 1800 hrs,  2 - 1,  Estadio Mazatlan,  125381-mazatlan-fc-vs-tijuana
2021-2022,Clausura,  Lunes 25 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 16-n25 Abril 2022 - 1900 hrs,  4 - 0,  Azteca,  125385-america-vs-pachuca
2021-2022,Clausura,  Lunes 25 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 16-n25 Abril 2022 - 1900 hrs,  2 - 2,  Nou Camp,  125386-leon-vs-toluca
2021-2022,Clausura,  Lunes 25 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 16-n25 Abril 2022 - 1900 hrs,  3 - 1,  TSM Corona,  125387-santos-laguna-vs-fc-juarez
2021-2022,Clausura,  Lunes 25 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 16-n25 Abril 2022 - 2106 hrs,  0 - 0,  Estadio BBVA,  125388-rayados-de-monterrey-vs-tigres-de-la-uanl
2021-2022,Clausura,  Viernes 29 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 17-n29 Abril 2022 - 1700 hrs,  3 - 1,  Alfonso Lastras Rami­rez,  125391-club-atletico-de-san-luis-vs-gallos-blancos-de-queretaro
2021-2022,Clausura,  Sabado 30 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 17-n30 Abril 2022 - 1200 hrs,  3 - 1,  Instalaciones la Noria Cancha 3 (Sintetica),  125389-cruz-azul-vs-puebla-fc
2021-2022,Clausura,  Sabado 30 de Abril de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 17-n30 Abril 2022 - 1900 hrs,  1 - 1,  Hidalgo,  125390-pachuca-vs-necaxa
2021-2022,Clausura,  Domingo 1 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 17-n1 Mayo 2022 - 1800 hrs,  1 - 1,  Universitario,  125392-tigres-de-la-uanl-vs-america
2021-2022,Clausura,  Lunes 2 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 17-n2 Mayo 2022 - 1200 hrs,  2 - 1,  Jalisco,  125393-atlas-vs-leon
2021-2022,Clausura,  Lunes 2 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 17-n2 Mayo 2022 - 1700 hrs,  2 - 3,  Nemesio Diez,  125394-toluca-vs-pumas
2021-2022,Clausura,  Lunes 2 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 17-n2 Mayo 2022 - 1900 hrs,  1 - 0,  Estadio AKRON,  125395-guadalajara-vs-rayados-de-monterrey
2021-2022,Clausura,  Lunes 2 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 17-n2 Mayo 2022 - 1900 hrs,  1 - 0,  TSM Corona,  125396-santos-laguna-vs-mazatlan-fc
2021-2022,Clausura,  Lunes 2 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nJornada 17-n2 Mayo 2022 - 1900 hrs,  3 - 2,  Caliente,  125397-tijuana-vs-fc-juarez
2021-2022,Clausura,  Jueves 5 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nCuartos Ida-n5 Mayo 2022 - 1700 hrs,  0 - 7,  Jalisco,  127150-atlas-vs-tigres-de-la-uanl
2021-2022,Clausura,  Jueves 5 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nCuartos Ida-n5 Mayo 2022 - 1900 hrs,  2 - 1,  Hidalgo,  127151-pachuca-vs-america
2021-2022,Clausura,  Viernes 6 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nCuartos Ida-n6 Mayo 2022 - 1800 hrs,  2 - 2,  Oli­mpico Universitario,  127149-pumas-vs-guadalajara
2021-2022,Clausura,  Viernes 6 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nCuartos Ida-n6 Mayo 2022 - 1900 hrs,  0 - 1,  Caliente,  127148-tijuana-vs-rayados-de-monterrey
2021-2022,Clausura,  Domingo 8 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nCuartos Vuelta-n8 Mayo 2022 - 1200 hrs,  1 - 2,  Azteca,  127155-america-vs-pachuca
2021-2022,Clausura,  Domingo 8 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nCuartos Vuelta-n8 Mayo 2022 - 2106 hrs,  2 - 1,  Universitario,  127154-tigres-de-la-uanl-vs-atlas
2021-2022,Clausura,  Lunes 9 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nCuartos Vuelta-n9 Mayo 2022 - 1900 hrs,  3 - 2,  Estadio AKRON,  127153-guadalajara-vs-pumas
2021-2022,Clausura,  Lunes 9 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nCuartos Vuelta-n9 Mayo 2022 - 2100 hrs,  2 - 1,  Estadio BBVA,  127152-rayados-de-monterrey-vs-tijuana
2021-2022,Clausura,  Viernes 13 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nSemifinal Ida-n13 Mayo 2022 - 1805 hrs,  2 - 0,  Hidalgo,  127210-pachuca-vs-rayados-de-monterrey
2021-2022,Clausura,  Viernes 13 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nSemifinal Ida-n13 Mayo 2022 - 2005 hrs,  2 - 0,  Universitario,  127211-tigres-de-la-uanl-vs-guadalajara
2021-2022,Clausura,  Lunes 16 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nSemifinal Vuelta-n16 Mayo 2022 - 1905 hrs,  2 - 0,  Estadio AKRON,  127213-guadalajara-vs-tigres-de-la-uanl
2021-2022,Clausura,  Lunes 16 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nSemifinal Vuelta-n16 Mayo 2022 - 2105 hrs,  2 - 1,  Estadio BBVA,  127212-rayados-de-monterrey-vs-pachuca
2021-2022,Clausura,  Viernes 20 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nFinal Ida-n20 Mayo 2022 - 2100 hrs,  2 - 4,  Hidalgo,  127240-pachuca-vs-guadalajara
2021-2022,Clausura,  Lunes 23 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nFinal Vuelta-n23 Mayo 2022 - 2005 hrs,  0 - 1,  Estadio AKRON,  127241-guadalajara-vs-pachuca
2021-2022,Clausura,  Viernes 27 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nCampeon de Campeones Femenil Ida-n27 Mayo 2022 - 2106 hrs,  1 - 1,  Estadio AKRON,  127254-guadalajara-vs-rayados-de-monterrey
2021-2022,Clausura,  Lunes 30 de Mayo de 2022-nTemporada 2021-2022-nTorneo Clausura-nCampeon de Campeones Femenil Vuelta-n30 Mayo 2022 - 2006 hrs,  0 - 0,  Estadio BBVA,  127255-rayados-de-monterrey-vs-guadalajara
2022-2023,Clausura,  Viernes 6 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 1-n6 Enero 2023 - 1906 hrs,  5 - 1,  Estadio AKRON,  130451-guadalajara-vs-pumas
2022-2023,Clausura,  Sabado 7 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 1-n7 Enero 2023 - 1200 hrs,  1 - 1,  INSTALACIONES LA NORIA,  130452-cruz-azul-vs-america
2022-2023,Clausura,  Domingo 8 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 1-n8 Enero 2023 - 1200 hrs,  0 - 2,  Cuauhtemoc,  130455-puebla-fc-vs-rayados-de-monterrey
2022-2023,Clausura,  Domingo 8 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 1-n8 Enero 2023 - 1600 hrs,  7 - 0,  Oli­mpico Benito Juarez,  130457-fc-juarez-vs-mazatlan-fc
2022-2023,Clausura,  Lunes 9 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 1-n9 Enero 2023 - 1700 hrs,  0 - 1,  Nemesio Diez,  130460-toluca-vs-tijuana
2022-2023,Clausura,  Lunes 9 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 1-n9 Enero 2023 - 1705 hrs,  2 - 0,  Nou Camp,  130462-leon-vs-necaxa
2022-2023,Clausura,  Lunes 9 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 1-n9 Enero 2023 - 1900 hrs,  6 - 0,  Universitario,  130465-tigres-de-la-uanl-vs-atlas
2022-2023,Clausura,  Lunes 9 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 1-n9 Enero 2023 - 1906 hrs,  2 - 0,  TSM Corona,  130469-santos-laguna-vs-club-atletico-de-san-luis
2022-2023,Clausura,  Viernes 13 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 2-n13 Enero 2023 - 1705 hrs,  0 - 1,  Estadio Oli­mpico Alameda,  130493-gallos-blancos-de-queretaro-vs-fc-juarez
2022-2023,Clausura,  Sabado 14 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 2-n14 Enero 2023 - 1200 hrs,  1 - 3,  Oli­mpico Universitario,  130495-pumas-vs-tigres-de-la-uanl
2022-2023,Clausura,  Domingo 15 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 2-n15 Enero 2023 - 1700 hrs,  3 - 1,  Alfonso Lastras Rami­rez,  130505-club-atletico-de-san-luis-vs-leon
2022-2023,Clausura,  Domingo 15 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 2-n15 Enero 2023 - 1900 hrs,  1 - 1,  Caliente,  130508-tijuana-vs-cruz-azul
2022-2023,Clausura,  Lunes 16 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 2-n16 Enero 2023 - 1700 hrs,  1 - 4,  Victoria,  130509-necaxa-vs-guadalajara
2022-2023,Clausura,  Lunes 16 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 2-n16 Enero 2023 - 1705 hrs,  10 - 2,  Hidalgo,  130510-pachuca-vs-toluca
2022-2023,Clausura,  Lunes 16 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 2-n16 Enero 2023 - 1900 hrs,  7 - 0,  Azteca,  130512-america-vs-puebla-fc
2022-2023,Clausura,  Lunes 16 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 2-n16 Enero 2023 - 1906 hrs,  2 - 1,  Estadio BBVA,  130514-rayados-de-monterrey-vs-santos-laguna
2022-2023,Clausura,  Lunes 16 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 2-n16 Enero 2023 - 2000 hrs,  0 - 2,  Estadio Mazatlan,  130515-mazatlan-fc-vs-atlas
2022-2023,Clausura,  Viernes 20 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 3-n20 Enero 2023 - 1605 hrs,  2 - 0,  Oli­mpico Benito Juarez,  130521-fc-juarez-vs-pachuca
2022-2023,Clausura,  Viernes 20 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 3-n20 Enero 2023 - 1906 hrs,  4 - 1,  Jalisco,  130526-atlas-vs-necaxa
2022-2023,Clausura,  Sabado 21 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 3-n21 Enero 2023 - 1200 hrs,  3 - 0,  INSTALACIONES LA NORIA,  130528-cruz-azul-vs-club-atletico-de-san-luis
2022-2023,Clausura,  Domingo 22 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 3-n22 Enero 2023 - 1700 hrs,  5 - 0,  Azteca,  130529-america-vs-tijuana
2022-2023,Clausura,  Lunes 23 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 3-n23 Enero 2023 - 1700 hrs,  0 - 1,  Nemesio Diez,  130530-toluca-vs-gallos-blancos-de-queretaro
2022-2023,Clausura,  Lunes 23 de Enero de 2023-nTemporada 2022-2023-nTorneo Clausura-nJornada 3-n23 Enero 2023 - 1705 hrs,  0 - 3,  Nou Camp,  130531-leon-vs-pumas
