Temporada,Torneo,Columna_3,Columna_4,Columna_5,Columna_6,Columna_7,Columna_8,Columna_9,Columna_10,Columna_11,Columna_12,Columna_13
2024-2025,Clausura,"{'type': 'text', 'value': 'Martes 21 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 4\n21 Enero 2025 - 21:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11192/santos-laguna', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144962/eyJpZENsdWJsb2NhbCI6MTExOTIsImlkQ2x1YnZpc2l0YSI6MTExODl9/informe-arbitral-santos-laguna-vs-necaxa-jornada-4-estadio-tsm-corona-calientemx', 'text': '2 - 3'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11189/necaxa', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/63/estadio-tsm-corona', 'text': 'TSM Corona'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144962/eyJpZENsdWJsb2NhbCI6IjExMTkyIiwiaWRDbHVidmlzaXRhIjoiMTExODkiLCJpZFBhcnRpZG8iOiIxNDQ5NjIiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-santos-laguna-vs-necaxa-jornada-4-estadio-tsm-corona-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144962/eyJpZENsdWJsb2NhbCI6IjExMTkyIiwiaWRDbHVidmlzaXRhIjoiMTExODkiLCJpZFBhcnRpZG8iOiIxNDQ5NjIiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-santos-laguna-vs-necaxa-jornada-4-estadio-tsm-corona-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144962/eyJpZENsdWJsb2NhbCI6IjExMTkyIiwiaWRDbHVidmlzaXRhIjoiMTExODkifQ==/informe-arbitral-santos-laguna-vs-necaxa-jornada-4-estadio-tsm-corona-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144962/eyJpZENsdWJsb2NhbCI6IjExMTkyIiwiaWRDbHVidmlzaXRhIjoiMTExODkiLCJpZFBhcnRpZG8iOiIxNDQ5NjIiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-santos-laguna-vs-necaxa-jornada-4-estadio-tsm-corona-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTYyLzQvNzUvMi8xNA==/santos-laguna-vs-necaxa', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144962/santos-laguna-vs-necaxa', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Viernes 24 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 5\n24 Enero 2025 - 16:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11180/tijuana', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144966/eyJpZENsdWJsb2NhbCI6MTExODAsImlkQ2x1YnZpc2l0YSI6MTIwNDJ9/informe-arbitral-tijuana-vs-gallos-blancos-de-queretaro-jornada-5-estadio-caliente-calientemx', 'text': '- - -'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/12042/gallos-blancos-de-queretaro', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/48/estadio-caliente', 'text': 'Caliente'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144966/eyJpZENsdWJsb2NhbCI6IjExMTgwIiwiaWRDbHVidmlzaXRhIjoiMTIwNDIiLCJpZFBhcnRpZG8iOiIxNDQ5NjYiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-tijuana-vs-gallos-blancos-de-queretaro-jornada-5-estadio-caliente-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144966/eyJpZENsdWJsb2NhbCI6IjExMTgwIiwiaWRDbHVidmlzaXRhIjoiMTIwNDIiLCJpZFBhcnRpZG8iOiIxNDQ5NjYiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-tijuana-vs-gallos-blancos-de-queretaro-jornada-5-estadio-caliente-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144966/eyJpZENsdWJsb2NhbCI6IjExMTgwIiwiaWRDbHVidmlzaXRhIjoiMTIwNDIifQ==/informe-arbitral-tijuana-vs-gallos-blancos-de-queretaro-jornada-5-estadio-caliente-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144966/eyJpZENsdWJsb2NhbCI6IjExMTgwIiwiaWRDbHVidmlzaXRhIjoiMTIwNDIiLCJpZFBhcnRpZG8iOiIxNDQ5NjYiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-tijuana-vs-gallos-blancos-de-queretaro-jornada-5-estadio-caliente-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTY2LzUvNzUvMi8xNA==/tijuana-vs-gallos-blancos-de-queretaro', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144966/tijuana-vs-gallos-blancos-de-queretaro', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Sábado 25 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 5\n25 Enero 2025 - 15:45 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11191/america', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144979/eyJpZENsdWJsb2NhbCI6MTExOTEsImlkQ2x1YnZpc2l0YSI6MTEyNDN9/informe-arbitral-america-vs-leon-jornada-5-estadio-ciudad-de-los-deportes-lmxf-tv--vix', 'text': '- - -'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11243/leon', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/2/estadio-ciudad-de-los-deportes', 'text': 'Ciudad De Los Deportes'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144979/eyJpZENsdWJsb2NhbCI6IjExMTkxIiwiaWRDbHVidmlzaXRhIjoiMTEyNDMiLCJpZFBhcnRpZG8iOiIxNDQ5NzkiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-america-vs-leon-jornada-5-estadio-ciudad-de-los-deportes-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144979/eyJpZENsdWJsb2NhbCI6IjExMTkxIiwiaWRDbHVidmlzaXRhIjoiMTEyNDMiLCJpZFBhcnRpZG8iOiIxNDQ5NzkiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-america-vs-leon-jornada-5-estadio-ciudad-de-los-deportes-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144979/eyJpZENsdWJsb2NhbCI6IjExMTkxIiwiaWRDbHVidmlzaXRhIjoiMTEyNDMifQ==/informe-arbitral-america-vs-leon-jornada-5-estadio-ciudad-de-los-deportes-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144979/eyJpZENsdWJsb2NhbCI6IjExMTkxIiwiaWRDbHVidmlzaXRhIjoiMTEyNDMiLCJpZFBhcnRpZG8iOiIxNDQ5NzkiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-america-vs-leon-jornada-5-estadio-ciudad-de-los-deportes-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTc5LzUvNzUvMi8xNA==/america-vs-leon', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144979/america-vs-leon', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Domingo 26 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 5\n26 Enero 2025 - 12:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11543/puebla-fc', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144967/eyJpZENsdWJsb2NhbCI6MTE1NDMsImlkQ2x1YnZpc2l0YSI6MTEyNDV9/informe-arbitral-puebla-fc-vs-atlas-jornada-5-estadio-cuauhtemoc-fox-sports', 'text': '- - -'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11245/atlas', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/9/estadio-cuauhtemoc', 'text': 'Cuauhtémoc'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144967/eyJpZENsdWJsb2NhbCI6IjExNTQzIiwiaWRDbHVidmlzaXRhIjoiMTEyNDUiLCJpZFBhcnRpZG8iOiIxNDQ5NjciLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-puebla-fc-vs-atlas-jornada-5-estadio-cuauhtemoc-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144967/eyJpZENsdWJsb2NhbCI6IjExNTQzIiwiaWRDbHVidmlzaXRhIjoiMTEyNDUiLCJpZFBhcnRpZG8iOiIxNDQ5NjciLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-puebla-fc-vs-atlas-jornada-5-estadio-cuauhtemoc-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144967/eyJpZENsdWJsb2NhbCI6IjExNTQzIiwiaWRDbHVidmlzaXRhIjoiMTEyNDUifQ==/informe-arbitral-puebla-fc-vs-atlas-jornada-5-estadio-cuauhtemoc-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144967/eyJpZENsdWJsb2NhbCI6IjExNTQzIiwiaWRDbHVidmlzaXRhIjoiMTEyNDUiLCJpZFBhcnRpZG8iOiIxNDQ5NjciLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-puebla-fc-vs-atlas-jornada-5-estadio-cuauhtemoc-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTY3LzUvNzUvMi8xNA==/puebla-fc-vs-atlas', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144967/puebla-fc-vs-atlas', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Domingo 26 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 5\n26 Enero 2025 - 15:45 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11181/cruz-azul', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144970/eyJpZENsdWJsb2NhbCI6MTExODEsImlkQ2x1YnZpc2l0YSI6MTIwNTF9/informe-arbitral-cruz-azul-vs-mazatlan-fc-jornada-5-estadio-instalaciones-la-noria-cancha-1-lmxf-tv--vix', 'text': '- - -'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/12051/mazatlan-fc', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/1549/estadio-instalaciones-la-noria-cancha-1', 'text': 'Instalaciones la Noria Cancha 1'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144970/eyJpZENsdWJsb2NhbCI6IjExMTgxIiwiaWRDbHVidmlzaXRhIjoiMTIwNTEiLCJpZFBhcnRpZG8iOiIxNDQ5NzAiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-cruz-azul-vs-mazatlan-fc-jornada-5-estadio-instalaciones-la-noria-cancha-1-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144970/eyJpZENsdWJsb2NhbCI6IjExMTgxIiwiaWRDbHVidmlzaXRhIjoiMTIwNTEiLCJpZFBhcnRpZG8iOiIxNDQ5NzAiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-cruz-azul-vs-mazatlan-fc-jornada-5-estadio-instalaciones-la-noria-cancha-1-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144970/eyJpZENsdWJsb2NhbCI6IjExMTgxIiwiaWRDbHVidmlzaXRhIjoiMTIwNTEifQ==/informe-arbitral-cruz-azul-vs-mazatlan-fc-jornada-5-estadio-instalaciones-la-noria-cancha-1-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144970/eyJpZENsdWJsb2NhbCI6IjExMTgxIiwiaWRDbHVidmlzaXRhIjoiMTIwNTEiLCJpZFBhcnRpZG8iOiIxNDQ5NzAiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-cruz-azul-vs-mazatlan-fc-jornada-5-estadio-instalaciones-la-noria-cancha-1-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTcwLzUvNzUvMi8xNA==/cruz-azul-vs-mazatlan-fc', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144970/cruz-azul-vs-mazatlan-fc', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Domingo 26 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 5\n26 Enero 2025 - 17:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11182/guadalajara', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144972/eyJpZENsdWJsb2NhbCI6MTExODIsImlkQ2x1YnZpc2l0YSI6MTExODV9/informe-arbitral-guadalajara-vs-rayados-de-monterrey-jornada-5-estadio-akron-fox-sports', 'text': '- - -'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11185/rayados-de-monterrey', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/1538/estadio-akron', 'text': 'Estadio AKRON'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144972/eyJpZENsdWJsb2NhbCI6IjExMTgyIiwiaWRDbHVidmlzaXRhIjoiMTExODUiLCJpZFBhcnRpZG8iOiIxNDQ5NzIiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-guadalajara-vs-rayados-de-monterrey-jornada-5-estadio-akron-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144972/eyJpZENsdWJsb2NhbCI6IjExMTgyIiwiaWRDbHVidmlzaXRhIjoiMTExODUiLCJpZFBhcnRpZG8iOiIxNDQ5NzIiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-guadalajara-vs-rayados-de-monterrey-jornada-5-estadio-akron-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144972/eyJpZENsdWJsb2NhbCI6IjExMTgyIiwiaWRDbHVidmlzaXRhIjoiMTExODUifQ==/informe-arbitral-guadalajara-vs-rayados-de-monterrey-jornada-5-estadio-akron-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144972/eyJpZENsdWJsb2NhbCI6IjExMTgyIiwiaWRDbHVidmlzaXRhIjoiMTExODUiLCJpZFBhcnRpZG8iOiIxNDQ5NzIiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-guadalajara-vs-rayados-de-monterrey-jornada-5-estadio-akron-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTcyLzUvNzUvMi8xNA==/guadalajara-vs-rayados-de-monterrey', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144972/guadalajara-vs-rayados-de-monterrey', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Domingo 26 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 5\n26 Enero 2025 - 19:06 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11186/tigres-de-la-uanl', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144975/eyJpZENsdWJsb2NhbCI6MTExODYsImlkQ2x1YnZpc2l0YSI6MTExODd9/informe-arbitral-tigres-de-la-uanl-vs-toluca-jornada-5-estadio-universitario-fox-sports', 'text': '- - -'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11187/toluca', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/12/estadio-universitario', 'text': 'Universitario'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144975/eyJpZENsdWJsb2NhbCI6IjExMTg2IiwiaWRDbHVidmlzaXRhIjoiMTExODciLCJpZFBhcnRpZG8iOiIxNDQ5NzUiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-tigres-de-la-uanl-vs-toluca-jornada-5-estadio-universitario-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144975/eyJpZENsdWJsb2NhbCI6IjExMTg2IiwiaWRDbHVidmlzaXRhIjoiMTExODciLCJpZFBhcnRpZG8iOiIxNDQ5NzUiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-tigres-de-la-uanl-vs-toluca-jornada-5-estadio-universitario-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144975/eyJpZENsdWJsb2NhbCI6IjExMTg2IiwiaWRDbHVidmlzaXRhIjoiMTExODcifQ==/informe-arbitral-tigres-de-la-uanl-vs-toluca-jornada-5-estadio-universitario-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144975/eyJpZENsdWJsb2NhbCI6IjExMTg2IiwiaWRDbHVidmlzaXRhIjoiMTExODciLCJpZFBhcnRpZG8iOiIxNDQ5NzUiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-tigres-de-la-uanl-vs-toluca-jornada-5-estadio-universitario-fox-sports', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTc1LzUvNzUvMi8xNA==/tigres-de-la-uanl-vs-toluca', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144975/tigres-de-la-uanl-vs-toluca', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Domingo 26 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 5\n26 Enero 2025 - 21:10 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11184/pachuca', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144976/eyJpZENsdWJsb2NhbCI6MTExODQsImlkQ2x1YnZpc2l0YSI6MTE3Nzh9/informe-arbitral-pachuca-vs-club-atletico-de-san-luis-jornada-5-estadio-hidalgo-tbd', 'text': '- - -'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11778/club-atletico-de-san-luis', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/11/estadio-hidalgo', 'text': 'Hidalgo'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144976/eyJpZENsdWJsb2NhbCI6IjExMTg0IiwiaWRDbHVidmlzaXRhIjoiMTE3NzgiLCJpZFBhcnRpZG8iOiIxNDQ5NzYiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-pachuca-vs-club-atletico-de-san-luis-jornada-5-estadio-hidalgo-tbd', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144976/eyJpZENsdWJsb2NhbCI6IjExMTg0IiwiaWRDbHVidmlzaXRhIjoiMTE3NzgiLCJpZFBhcnRpZG8iOiIxNDQ5NzYiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-pachuca-vs-club-atletico-de-san-luis-jornada-5-estadio-hidalgo-tbd', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144976/eyJpZENsdWJsb2NhbCI6IjExMTg0IiwiaWRDbHVidmlzaXRhIjoiMTE3NzgifQ==/informe-arbitral-pachuca-vs-club-atletico-de-san-luis-jornada-5-estadio-hidalgo-tbd', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144976/eyJpZENsdWJsb2NhbCI6IjExMTg0IiwiaWRDbHVidmlzaXRhIjoiMTE3NzgiLCJpZFBhcnRpZG8iOiIxNDQ5NzYiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-pachuca-vs-club-atletico-de-san-luis-jornada-5-estadio-hidalgo-tbd', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTc2LzUvNzUvMi8xNA==/pachuca-vs-club-atletico-de-san-luis', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144976/pachuca-vs-club-atletico-de-san-luis', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Lunes 27 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 5\n27 Enero 2025 - 18:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11189/necaxa', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144978/eyJpZENsdWJsb2NhbCI6MTExODksImlkQ2x1YnZpc2l0YSI6MTExODh9/informe-arbitral-necaxa-vs-pumas-jornada-5-estadio-victoria-lmxf-tv--vix', 'text': '- - -'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11188/pumas', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/15/estadio-victoria', 'text': 'Victoria'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144978/eyJpZENsdWJsb2NhbCI6IjExMTg5IiwiaWRDbHVidmlzaXRhIjoiMTExODgiLCJpZFBhcnRpZG8iOiIxNDQ5NzgiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-necaxa-vs-pumas-jornada-5-estadio-victoria-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144978/eyJpZENsdWJsb2NhbCI6IjExMTg5IiwiaWRDbHVidmlzaXRhIjoiMTExODgiLCJpZFBhcnRpZG8iOiIxNDQ5NzgiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-necaxa-vs-pumas-jornada-5-estadio-victoria-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144978/eyJpZENsdWJsb2NhbCI6IjExMTg5IiwiaWRDbHVidmlzaXRhIjoiMTExODgifQ==/informe-arbitral-necaxa-vs-pumas-jornada-5-estadio-victoria-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144978/eyJpZENsdWJsb2NhbCI6IjExMTg5IiwiaWRDbHVidmlzaXRhIjoiMTExODgiLCJpZFBhcnRpZG8iOiIxNDQ5NzgiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-necaxa-vs-pumas-jornada-5-estadio-victoria-lmxf-tv--vix', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTc4LzUvNzUvMi8xNA==/necaxa-vs-pumas', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144978/necaxa-vs-pumas', 'text': ''}"
2024-2025,Clausura,"{'type': 'text', 'value': 'Lunes 27 de Enero de 2025\nTemporada 2024-2025\nTorneo Clausura\nJornada 5\n27 Enero 2025 - 21:00 hrs.'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11192/santos-laguna', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144980/eyJpZENsdWJsb2NhbCI6MTExOTIsImlkQ2x1YnZpc2l0YSI6MTE3OTV9/informe-arbitral-santos-laguna-vs-fc-juarez-jornada-5-estadio-tsm-corona-calientemx', 'text': '- - -'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/club/11795/fc-juarez', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/estadio/63/estadio-tsm-corona', 'text': 'TSM Corona'}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144980/eyJpZENsdWJsb2NhbCI6IjExMTkyIiwiaWRDbHVidmlzaXRhIjoiMTE3OTUiLCJpZFBhcnRpZG8iOiIxNDQ5ODAiLCJwZXN0YW5hIjoiMSJ9/minuto-a-minuto-santos-laguna-vs-fc-juarez-jornada-5-estadio-tsm-corona-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144980/eyJpZENsdWJsb2NhbCI6IjExMTkyIiwiaWRDbHVidmlzaXRhIjoiMTE3OTUiLCJpZFBhcnRpZG8iOiIxNDQ5ODAiLCJwZXN0YW5hIjoiMyJ9/minuto-a-minuto-santos-laguna-vs-fc-juarez-jornada-5-estadio-tsm-corona-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/informeArbitral/144980/eyJpZENsdWJsb2NhbCI6IjExMTkyIiwiaWRDbHVidmlzaXRhIjoiMTE3OTUifQ==/informe-arbitral-santos-laguna-vs-fc-juarez-jornada-5-estadio-tsm-corona-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/mxm/144980/eyJpZENsdWJsb2NhbCI6IjExMTkyIiwiaWRDbHVidmlzaXRhIjoiMTE3OTUiLCJpZFBhcnRpZG8iOiIxNDQ5ODAiLCJwZXN0YW5hIjoiNCJ9/minuto-a-minuto-santos-laguna-vs-fc-juarez-jornada-5-estadio-tsm-corona-calientemx', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/galeria/MTQ0OTgwLzUvNzUvMi8xNA==/santos-laguna-vs-fc-juarez', 'text': ''}","{'type': 'link', 'href': 'https://www.ligafemenil.mx/cancha/playlist/144980/santos-laguna-vs-fc-juarez', 'text': ''}"
