Temporada,Torneo,Columna_3,Columna_4,Columna_5,Columna_6,Columna_7
2020-2021,Apertura,66º,Mayra Fernanda Ríos,Querétaro,2,805
2020-2021,Apertura,67º,Karla Paola Nieto,Pachuca,2,1440
2020-2021,Apertura,68º,Estela Gómez,Santos Laguna,2,777
2020-2021,Apertura,69º,Fátima Guadalupe Bracamonte,Mazatlán FC,2,338
2020-2021,Apertura,70º,Melisa Alejandra Ramos,Mazatlán FC,2,943
2020-2021,Apertura,71º,Citlali Guadalupe Hernández,Atlético de San Luis,2,911
2020-2021,Apertura,72º,Kenya García,Atlético de San Luis,2,1530
2020-2021,Apertura,73º,Andrea Alejandra Ortega,Puebla,2,687
2020-2021,Apertura,74º,Brenda Noemí Viramontes,León,2,774
2020-2021,Apertura,75º,Sanjuana De Jesús Muñoz,León,2,1155
2020-2021,Apertura,76º,Rebeca Villuendas,Cruz Azul,2,569
2020-2021,Apertura,77º,Mariel Román,Toluca,2,710
2020-2021,Apertura,78º,Zaira Carolina Miranda,Toluca,2,846
2020-2021,Apertura,79º,Arlett Tovar,Toluca,2,1430
2020-2021,Apertura,80º,María Natalia Mauleon,Toluca,2,1472
2020-2021,Apertura,81º,Valeria Abigail Barajas,Tijuana,2,573
2020-2021,Apertura,82º,Carmen Angelica González,FC Juárez,2,626
2020-2021,Apertura,83º,Selena Carolina Castillo,FC Juárez,2,1223
2020-2021,Apertura,84º,Cindy Guadalupe Caro,FC Juárez,2,1292
2020-2021,Apertura,85º,María Akemi Yokoyama,Tigres,1,298
2020-2021,Apertura,86º,Bianca Elissa Sierra,Tigres,1,987
2020-2021,Apertura,87º,Nancy Guadalupe Antonio,Tigres,1,1062
2020-2021,Apertura,88º,Natalia Villarreal,Tigres,1,1373
2020-2021,Apertura,89º,Vanessa González,Atlas,1,723
2020-2021,Apertura,90º,Zellyka Guadalupe Arce,Atlas,1,925
2020-2021,Apertura,91º,María Fernanda Daniela Pérez,Atlas,1,1503
2020-2021,Apertura,92º,Diana Laura Evangelista,Rayadas,1,1054
2020-2021,Apertura,93º,Yashira Yuleth Barrientos,Guadalajara,1,230
2020-2021,Apertura,94º,Anette Natalia Vázquez,Guadalajara,1,253
2020-2021,Apertura,95º,Victoria Lizbeth Acevedo,Guadalajara,1,306
2020-2021,Apertura,96º,María Andrea Sánchez,Guadalajara,1,992
2020-2021,Apertura,97º,Michelle González,Guadalajara,1,1482
2020-2021,Apertura,98º,Miriam Vanessa García,Guadalajara,1,1485
2020-2021,Apertura,99º,Zaira Moreno,América,1,118
2020-2021,Apertura,100º,Janae Chantell González,América,1,276
2020-2021,Apertura,101º,Jennifer Justine Muñoz,América,1,392
2020-2021,Apertura,102º,Verónica Raquel Pérez,América,1,697
2020-2021,Apertura,103º,Eva Beatriz González,América,1,723
2020-2021,Apertura,104º,Jana Alexandra Gutiérrez,América,1,959
2020-2021,Apertura,105º,Ana Gabriela Lozada,América,1,1023
2020-2021,Apertura,106º,Jocelyn Marie Orejel,América,1,1228
2020-2021,Apertura,107º,Hireri Velázquez,Pumas,1,95
2020-2021,Apertura,108º,Laura Herrera,Pumas,1,662
2020-2021,Apertura,109º,Dirce Delgado,Pumas,1,757
2020-2021,Apertura,110º,Maritza Dardane Maldonado,Querétaro,1,774
2020-2021,Apertura,111º,Sofia Alvarez,Querétaro,1,795
2020-2021,Apertura,112º,Jazmín Enrigue,Querétaro,1,906
2020-2021,Apertura,113º,Valeria Aurora Miranda,Querétaro,1,1035
2020-2021,Apertura,114º,Fátima Servín,Querétaro,1,1096
2020-2021,Apertura,115º,Alondra Karime Camargo,Querétaro,1,1530
2020-2021,Apertura,116º,Mónica Ocampo,Pachuca,1,76
2020-2021,Apertura,117º,Berenice Muñoz,Pachuca,1,311
2020-2021,Apertura,118º,Lourdes Sofía Martínez,Pachuca,1,384
2020-2021,Apertura,119º,Yanin Madrid,Pachuca,1,472
2020-2021,Apertura,120º,Karla Yolanda Jiménez,Pachuca,1,503
2020-2021,Apertura,121º,Fátima Monserrat Arellano,Pachuca,1,964
2020-2021,Apertura,122º,Mónica Rose Alvarado,Pachuca,1,1305
2020-2021,Apertura,123º,Diana Paola Monroy,Pachuca,1,1386
2020-2021,Apertura,124º,Esmeralda Guadalupe Zamarron,Santos Laguna,1,394
2020-2021,Apertura,125º,Lucero Lara,Santos Laguna,1,1208
2020-2021,Apertura,126º,Daniela Delgado,Santos Laguna,1,1476
2020-2021,Apertura,127º,Valeria Lagunes,Mazatlán FC,1,288
2020-2021,Apertura,128º,Yahaira Esmeralda Flores,Mazatlán FC,1,301
2020-2021,Apertura,129º,Melissa Leilani Arredondo,Mazatlán FC,1,882
2020-2021,Apertura,130º,Magaly Cortés,Mazatlán FC,1,930
2020-2021,Apertura,131º,Michell Cecilia Guerrero,Mazatlán FC,1,1170
2020-2021,Apertura,132º,Casandra Montero,Mazatlán FC,1,1484
2020-2021,Apertura,133º,Paola Andrea Montoya,Atlético de San Luis,1,337
2020-2021,Apertura,134º,Karen Melina Vázquez,Atlético de San Luis,1,1380
2020-2021,Apertura,135º,Paola Elizabeth Urbieta,Atlético de San Luis,1,1530
2020-2021,Apertura,136º,Alejandra Zoe Tapia,Puebla,1,412
2020-2021,Apertura,137º,Emily Misdiel González,Puebla,1,443
2020-2021,Apertura,138º,Lía Betsabé Morán,Puebla,1,1091
2020-2021,Apertura,139º,Teresa Guadalupe Worbis,Puebla,1,1273
2020-2021,Apertura,140º,Mariam Nataly Castro,Puebla,1,1407
2020-2021,Apertura,141º,Diana Elizabeth Anguiano,Puebla,1,1522
2020-2021,Apertura,142º,Brenda Esmeralda Díaz,León,1,158
2020-2021,Apertura,143º,Dalia Nailea Vidrio,León,1,366
2020-2021,Apertura,144º,Claudia Fernanda Cid,León,1,1024
2020-2021,Apertura,145º,Joselyn De La Rosa,León,1,1056
2020-2021,Apertura,146º,Esmeralda Verdugo,León,1,1334
2020-2021,Apertura,147º,Sonia Vázquez,León,1,1434
2020-2021,Apertura,148º,Martha Natalia Enciso,Cruz Azul,1,544
2020-2021,Apertura,149º,Alejandra Guadalupe Curiel,Cruz Azul,1,624
2020-2021,Apertura,150º,Elisa Paola Espino,Cruz Azul,1,807
2020-2021,Apertura,151º,Brenda León,Cruz Azul,1,1165
2020-2021,Apertura,152º,Paola González,Cruz Azul,1,1167
2020-2021,Apertura,153º,Marylin Viridiana Díaz,Cruz Azul,1,1530
2020-2021,Apertura,154º,Brenda Nayeli Carvajal,Toluca,1,342
2020-2021,Apertura,155º,Karen Becerril,Toluca,1,533
2020-2021,Apertura,156º,Destinney Rosalía Duron,Toluca,1,657
2020-2021,Apertura,157º,Yamanic Nahomi Martínez,Toluca,1,796
2020-2021,Apertura,158º,Karla Lorena Martínez,Toluca,1,1437
2020-2021,Apertura,159º,Noemí Granados,Toluca,1,1530
2020-2021,Apertura,160º,Isabel Cristina Fonseca,Tijuana,1,413
2020-2021,Apertura,161º,Sheila Odeth Pulido,Tijuana,1,872
2020-2021,Apertura,162º,Nancy Zaragoza,Tijuana,1,948
2020-2021,Apertura,163º,Jazmin Cristal Aguas,Tijuana,1,961
2020-2021,Apertura,164º,Samantha Arellano,Tijuana,1,1078
2020-2021,Apertura,165º,Karen Elizabeth Hernández,Tijuana,1,1251
2020-2021,Apertura,166º,Yadira Toraya,Tijuana,1,1402
2020-2021,Apertura,167º,Celeste Alejandra Vidal,FC Juárez,1,880
2020-2021,Apertura,168º,Melissa Aideé Sosa,FC Juárez,1,989
2020-2021,Apertura,169º,Saira Cecilia López,Necaxa,1,1147
2020-2021,Apertura,170º,Libeth Paulina Castro,Necaxa,1,1239
2020-2021,Apertura,171º,Brianda Escobedo,Necaxa,1,1265
