Temporada,Torneo,Columna_3,Columna_4,Columna_5,Columna_6,Columna_7
2019-2020,Apertura,44º,Tania Paola Morales,Guadalajara,3,1316
2019-2020,Apertura,45º,Joseline Montoya,Guadalajara,3,1508
2019-2020,Apertura,46º,Zellyka Guadalupe Arce,Atlas,3,1513
2019-2020,Apertura,47º,Jocelyn Atzimba Flores,M. Morelia,3,344
2019-2020,Apertura,48º,Mariam Nataly Castro,Puebla,3,739
2019-2020,Apertura,49º,Alejandra Zoe Tapia,Querétaro,3,1346
2019-2020,Apertura,50º,Edna Fabiola Santamaria,Pumas,3,1609
2019-2020,Apertura,51º,Casandra Montero,Veracruz,3,1249
2019-2020,Apertura,52º,Alexxandra Ramírez,Santos Laguna,3,1552
2019-2020,Apertura,53º,Flor Rocío Rodríguez,FC Juárez,3,1114
2019-2020,Apertura,54º,Jessica Arely Vázquez,FC Juárez,3,1302
2019-2020,Apertura,55º,Jazmin Cristal Aguas,Rayadas,2,319
2019-2020,Apertura,56º,Alicia Cervantes,Rayadas,2,737
2019-2020,Apertura,57º,Rebeca Bernal,Rayadas,2,1260
2019-2020,Apertura,58º,Andrea Hernández,Rayadas,2,1391
2019-2020,Apertura,59º,María Fernanda Elizondo,Tigres,2,412
2019-2020,Apertura,60º,Nancy Guadalupe Antonio,Tigres,2,1234
2019-2020,Apertura,61º,Liliana Mercado,Tigres,2,1375
2019-2020,Apertura,62º,Karen Itzayana Gómez,Pachuca,2,1131
2019-2020,Apertura,63º,Lizbeth Ángeles,Pachuca,2,1443
2019-2020,Apertura,64º,Karla Paola Nieto,Pachuca,2,1485
2019-2020,Apertura,65º,Alexia Nayeli Villanueva,América,2,366
2019-2020,Apertura,66º,Jennifer Justine Muñoz,América,2,1322
2019-2020,Apertura,67º,Janelly Farias,Guadalajara,2,1394
2019-2020,Apertura,68º,Diana Jaqueline Rodríguez,Guadalajara,2,1467
2019-2020,Apertura,69º,Miriam Castillo,Guadalajara,2,1531
2019-2020,Apertura,70º,Karime Abud,Toluca,2,1027
2019-2020,Apertura,71º,Karen Becerril,Toluca,2,1573
2019-2020,Apertura,72º,Isabel Cristina Fonseca,Tijuana,2,924
2019-2020,Apertura,73º,Jocelyn Marie Orejel,Tijuana,2,1086
2019-2020,Apertura,74º,Karen Miroslava Maprigat,Tijuana,2,1204
2019-2020,Apertura,75º,Maritza Dardane Maldonado,Atlas,2,431
2019-2020,Apertura,76º,María Fernanda Daniela Pérez,Atlas,2,1620
2019-2020,Apertura,77º,Lizette Montserrat Rodríguez,M. Morelia,2,472
2019-2020,Apertura,78º,Sahiry América Cruz,M. Morelia,2,1429
2019-2020,Apertura,79º,Fátima Ximena Alonso,Cruz Azul,2,760
2019-2020,Apertura,80º,Daniela Janet Monroy,Cruz Azul,2,818
2019-2020,Apertura,81º,Itzel Cruz,Cruz Azul,2,1519
2019-2020,Apertura,82º,Dulce Anay Piña,León,2,104
2019-2020,Apertura,83º,Diana Laura García,León,2,1397
2019-2020,Apertura,84º,Emily Misdiel González,Puebla,2,785
2019-2020,Apertura,85º,Daniela Regina Vázquez,Querétaro,2,1045
2019-2020,Apertura,86º,Daniela Vidal,Querétaro,2,1231
2019-2020,Apertura,87º,Sofia Alvarez,Querétaro,2,1370
2019-2020,Apertura,88º,Daniela Sánchez,Pumas,2,728
2019-2020,Apertura,89º,Jaquelín García,Pumas,2,782
2019-2020,Apertura,90º,Daniela Itzaxaya García,Pumas,2,1033
2019-2020,Apertura,91º,Isela Guadalupe Ojeda,Santos Laguna,2,1122
2019-2020,Apertura,92º,Ramona Guadalupe Paredes,Atlético de San Luis,2,637
2019-2020,Apertura,93º,Daniela Carrandi,Atlético de San Luis,2,1556
2019-2020,Apertura,94º,Karen Melina Vázquez,Atlético de San Luis,2,1620
2019-2020,Apertura,95º,Brenda Marisol Pedroza,Necaxa,2,642
2019-2020,Apertura,96º,Samantha Abigail Simental,Rayadas,1,30
2019-2020,Apertura,97º,Annia Stephany Mejía,Rayadas,1,1055
2019-2020,Apertura,98º,Miah Alexia Zuazua,Tigres,1,197
2019-2020,Apertura,99º,Lydia Nayeli Rangel,Tigres,1,953
2019-2020,Apertura,100º,Karen Irasema Luna,Tigres,1,1156
2019-2020,Apertura,101º,Yaritzi Rodríguez,Pachuca,1,91
2019-2020,Apertura,102º,Norma Priscila Gaitan,Pachuca,1,142
2019-2020,Apertura,103º,Blanky Denisse Serrano,Pachuca,1,192
2019-2020,Apertura,104º,Gloria Narváez,Pachuca,1,448
2019-2020,Apertura,105º,Diana Paola Monroy,Pachuca,1,1425
2019-2020,Apertura,106º,Ana Karen López,América,1,452
2019-2020,Apertura,107º,Jana Alexandra Gutiérrez,América,1,1072
2019-2020,Apertura,108º,Marcela Valera,América,1,1160
2019-2020,Apertura,109º,María Guadalupe Velázquez,Guadalajara,1,96
2019-2020,Apertura,110º,Ana Gabriela Huerta,Guadalajara,1,327
2019-2020,Apertura,111º,Brenda Noemí Viramontes,Guadalajara,1,573
2019-2020,Apertura,112º,María Andrea Sánchez,Guadalajara,1,827
2019-2020,Apertura,113º,Kinberly Paloma Guzmán,Guadalajara,1,945
2019-2020,Apertura,114º,Layla Lucila De La Luz García,Toluca,1,148
2019-2020,Apertura,115º,Brenda Nayeli Carvajal,Toluca,1,377
2019-2020,Apertura,116º,Yamanic Nahomi Martínez,Toluca,1,1350
2019-2020,Apertura,117º,Silvia Yuzara López,Toluca,1,1424
2019-2020,Apertura,118º,Karla Katia Saavedra,Toluca,1,1436
2019-2020,Apertura,119º,Noemí Granados,Toluca,1,1530
2019-2020,Apertura,120º,Laura Montserrat Parra,Toluca,1,1620
2019-2020,Apertura,121º,María Fernanda Barajas,Tijuana,1,299
2019-2020,Apertura,122º,Yadira Toraya,Tijuana,1,1301
2019-2020,Apertura,123º,Inglis Yoana Hernández,Tijuana,1,1398
2019-2020,Apertura,124º,Leyla Ali Zapata,Tijuana,1,1515
2019-2020,Apertura,125º,Mayra Alejandra Santana,Atlas,1,53
2019-2020,Apertura,126º,Ana Rosa García,Atlas,1,263
2019-2020,Apertura,127º,María Areli Martínez,Atlas,1,426
2019-2020,Apertura,128º,Joana Robles,Atlas,1,903
2019-2020,Apertura,129º,Karen Andrea García,Atlas,1,1175
2019-2020,Apertura,130º,Julissa Fernanda Dávila,Atlas,1,1332
2019-2020,Apertura,131º,Sharon Andrea Barba,Cruz Azul,1,81
2019-2020,Apertura,132º,Wendy Atziri Jiménez,Cruz Azul,1,1156
2019-2020,Apertura,133º,Montserrat Martinez,León,1,573
2019-2020,Apertura,134º,Paulina Gómez,León,1,661
2019-2020,Apertura,135º,Paulina Adriana Pérez,León,1,700
2019-2020,Apertura,136º,Liliana Sánchez,León,1,1169
2019-2020,Apertura,137º,Ivonne Najar,Puebla,1,1505
2019-2020,Apertura,138º,Mirelle Arciniega,Puebla,1,1607
2019-2020,Apertura,139º,Lizette Adriana Calderón,Querétaro,1,306
2019-2020,Apertura,140º,Elisa Paola Espino,Querétaro,1,570
2019-2020,Apertura,141º,Karym Iturbe,Querétaro,1,688
2019-2020,Apertura,142º,Luz María Ruíz,Querétaro,1,1000
2019-2020,Apertura,143º,Melissa Leilani Arredondo,Querétaro,1,1292
2019-2020,Apertura,144º,Karen Elizabeth Hernández,Querétaro,1,1598
2019-2020,Apertura,145º,Estefany Elizabeth Hernández,Pumas,1,134
2019-2020,Apertura,146º,Laura Herrera,Pumas,1,189
2019-2020,Apertura,147º,Mariela Jiménez,Pumas,1,309
2019-2020,Apertura,148º,Patricia De María Jardón,Pumas,1,390
2019-2020,Apertura,149º,Hilary Margarita García,Pumas,1,537
2019-2020,Apertura,150º,Dirce Delgado,Pumas,1,1282
2019-2020,Apertura,151º,Gabriela Rocío Álvarez,Pumas,1,1508
2019-2020,Apertura,152º,Daniela Osorio,Veracruz,1,62
2019-2020,Apertura,153º,Magaly Cortés,Veracruz,1,530
2019-2020,Apertura,154º,Brenda Abigail García,Veracruz,1,958
2019-2020,Apertura,155º,Karla Vanessa Estala,Veracruz,1,1123
2019-2020,Apertura,156º,Valeria Lagunes,Veracruz,1,1151
2019-2020,Apertura,157º,Citlalli Amairany Valencia,Veracruz,1,1293
2019-2020,Apertura,158º,Monique Burgess,Veracruz,1,1521
2019-2020,Apertura,159º,Paloma Sugey Velázquez,Veracruz,1,1596
2019-2020,Apertura,160º,Yahaira Esmeralda Flores,Santos Laguna,1,154
2019-2020,Apertura,161º,Ashly Yoselin Martínez,Santos Laguna,1,506
2019-2020,Apertura,162º,Arlett Tovar,Santos Laguna,1,1440
2019-2020,Apertura,163º,Sharon Denisse Morales,Atlético de San Luis,1,332
2019-2020,Apertura,164º,Aylin Hernández,Atlético de San Luis,1,689
2019-2020,Apertura,165º,Ivonne Yaqueline Santillán,Atlético de San Luis,1,1057
2019-2020,Apertura,166º,Belkis Karely Escalante,Atlético de San Luis,1,1298
2019-2020,Apertura,167º,Estefania Izaguirre,Atlético de San Luis,1,1344
2019-2020,Apertura,168º,Silvia Elicerio,FC Juárez,1,910
2019-2020,Apertura,169º,Carmen Angelica González,FC Juárez,1,1262
2019-2020,Apertura,170º,Olimpia Yanet Cuevas,Necaxa,1,364
2019-2020,Apertura,171º,Libeth Paulina Castro,Necaxa,1,1495
2019-2020,Apertura,172º,Dulce Maria Alvarado,Necaxa,1,1522
2019-2020,Apertura,173º,Brianda Escobedo,Necaxa,1,1620
