Temporada,Torneo,Columna_3,Columna_4,Columna_5,Columna_6,Columna_7
2017-2018,Clausura,39º,María Guadalupe Velázquez,Guadalajara,3,470
2017-2018,Clausura,40º,Ana Karen López,Pumas,3,1170
2017-2018,Clausura,41º,Ixzayana Viveros,Veracruz,3,1260
2017-2018,Clausura,42º,Andrea Guadalupe Romero,Querétaro,3,469
2017-2018,Clausura,43º,Rosa Iris Aguiar,Tijuana,3,1249
2017-2018,Clausura,44º,Joselyn De La Rosa,León,3,1111
2017-2018,Clausura,45º,Mayra Alejandra Santana,Atlas,3,1191
2017-2018,Clausura,46º,Dalia Isabel Molina,M. Morelia,3,1087
2017-2018,Clausura,47º,Selena Carolina Castillo,Rayadas,2,1203
2017-2018,Clausura,48º,Marylin Viridiana Díaz,América,2,1170
2017-2018,Clausura,49º,María Fernanda Elizondo,Tigres,2,447
2017-2018,Clausura,50º,Daniela Carrandi,Guadalajara,2,350
2017-2018,Clausura,51º,Priscila Guadalupe Padilla,Guadalajara,2,854
2017-2018,Clausura,52º,Norma Luz Irene Duarte,Guadalajara,2,868
2017-2018,Clausura,53º,Karla Guadalupe López,Toluca,2,505
2017-2018,Clausura,54º,Kenya Téllez,Toluca,2,1039
2017-2018,Clausura,55º,Liliana Rodríguez,Toluca,2,1080
2017-2018,Clausura,56º,Berenice Muñoz,Pachuca,2,555
2017-2018,Clausura,57º,Jaquelín García,Pachuca,2,855
2017-2018,Clausura,58º,Karla Paola Nieto,Pachuca,2,990
2017-2018,Clausura,59º,Karime Abud,Pumas,2,642
2017-2018,Clausura,60º,Dania Belén Padilla,Pumas,2,715
2017-2018,Clausura,61º,Daniela Itzaxaya García,Pumas,2,832
2017-2018,Clausura,62º,Nataly Ávila,Pumas,2,993
2017-2018,Clausura,63º,Daniela Delgado,Santos Laguna,2,547
2017-2018,Clausura,64º,Joseline Andrea Hernández,Santos Laguna,2,608
2017-2018,Clausura,65º,Yahaira Esmeralda Flores,Santos Laguna,2,898
2017-2018,Clausura,66º,Melissa Aideé Sosa,Santos Laguna,2,1079
2017-2018,Clausura,67º,Magaly Cortés,Veracruz,2,1074
2017-2018,Clausura,68º,Luz María Ruíz,Querétaro,2,890
2017-2018,Clausura,69º,Sharon Andrea Barba,Cruz Azul,2,887
2017-2018,Clausura,70º,Inglis Yoana Hernández,Tijuana,2,336
2017-2018,Clausura,71º,Samantha Arellano,Tijuana,2,1107
2017-2018,Clausura,72º,Juana Trinidad Ovalle,Necaxa,2,702
2017-2018,Clausura,73º,Ana Gabriela Huerta,Necaxa,2,822
2017-2018,Clausura,74º,Cristina Montserrat Muro,Necaxa,2,1134
2017-2018,Clausura,75º,Brenda Esmeralda Díaz,León,2,736
2017-2018,Clausura,76º,Fanny Lizeth Grano,Atlas,2,1219
2017-2018,Clausura,77º,Karla Yolanda Jiménez,M. Morelia,2,922
2017-2018,Clausura,78º,Eleisa Santos,M. Morelia,2,1241
2017-2018,Clausura,79º,Victoria López,Rayadas,1,277
2017-2018,Clausura,80º,Valeria Valdez,Rayadas,1,1105
2017-2018,Clausura,81º,Mariana Cadena,Rayadas,1,1260
2017-2018,Clausura,82º,Edna Fabiola Santamaria,América,1,602
2017-2018,Clausura,83º,Esmeralda Verdugo,América,1,754
2017-2018,Clausura,84º,Diana Izbeth Fierro,América,1,783
2017-2018,Clausura,85º,Ana Gabriela Lozada,América,1,1170
2017-2018,Clausura,86º,Jazmín Enrigue,Tigres,1,450
2017-2018,Clausura,87º,Blanca María Solís,Tigres,1,520
2017-2018,Clausura,88º,Karen Irasema Luna,Tigres,1,1109
2017-2018,Clausura,89º,Anette Natalia Vázquez,Guadalajara,1,348
2017-2018,Clausura,90º,Susan Yanet Bejarano,Guadalajara,1,754
2017-2018,Clausura,91º,Maritza Miranda,Toluca,1,880
2017-2018,Clausura,92º,Andrea Hernández,Toluca,1,945
2017-2018,Clausura,93º,Yamile Azenek Franco,Pachuca,1,270
2017-2018,Clausura,94º,Diana Laura García,Pachuca,1,646
2017-2018,Clausura,95º,Karen Alejandra Díaz,Pachuca,1,833
2017-2018,Clausura,96º,Karen Itzayana Gómez,Pachuca,1,962
2017-2018,Clausura,97º,Hireri Velázquez,Pumas,1,327
2017-2018,Clausura,98º,Ricla Rajunov,Pumas,1,1260
2017-2018,Clausura,99º,Grecia Stephanie Ruiz,Santos Laguna,1,180
2017-2018,Clausura,100º,Brenda Alejandra Guevara,Santos Laguna,1,1026
2017-2018,Clausura,101º,Karla Fernanda Estrada,Veracruz,1,570
2017-2018,Clausura,102º,Dania Itzel Rivera,Veracruz,1,633
2017-2018,Clausura,103º,Noemí Granados,Veracruz,1,1022
2017-2018,Clausura,104º,Alejandra Soriano,Veracruz,1,1055
2017-2018,Clausura,105º,Zaira Ibeth Fortis,Veracruz,1,1145
2017-2018,Clausura,106º,Valeria Reza,Querétaro,1,105
2017-2018,Clausura,107º,Daniela Auza,Querétaro,1,385
2017-2018,Clausura,108º,María Isabella Moreno,Querétaro,1,744
2017-2018,Clausura,109º,Ixchebel Tamara Romero,Querétaro,1,810
2017-2018,Clausura,110º,Lucero Zavala,Querétaro,1,856
2017-2018,Clausura,111º,Alejandra Zoe Tapia,Querétaro,1,1118
2017-2018,Clausura,112º,Lorena Rangel,Querétaro,1,1232
2017-2018,Clausura,113º,Karla Carolina Hernández,Cruz Azul,1,55
2017-2018,Clausura,114º,Flor Rocío Rodríguez,Cruz Azul,1,242
2017-2018,Clausura,115º,Daniela Michel Dávila,Cruz Azul,1,296
2017-2018,Clausura,116º,Gabriela Aline Guevara,Cruz Azul,1,742
2017-2018,Clausura,117º,Martha Natalia Enciso,Cruz Azul,1,751
2017-2018,Clausura,118º,Silvia Yuzara López,Cruz Azul,1,1105
2017-2018,Clausura,119º,Reyna Sabina Velázquez,Cruz Azul,1,1198
2017-2018,Clausura,120º,Layzha Alejandra García,Tijuana,1,302
2017-2018,Clausura,121º,María Cristina Juárez,Tijuana,1,313
2017-2018,Clausura,122º,Arlina Karime Montes,Tijuana,1,410
2017-2018,Clausura,123º,Sheila Odeth Pulido,Tijuana,1,920
2017-2018,Clausura,124º,Claudia Magdalena Sánchez,Necaxa,1,494
2017-2018,Clausura,125º,Analí Zarate,Necaxa,1,704
2017-2018,Clausura,126º,Iran Michelle Medina,Necaxa,1,993
2017-2018,Clausura,127º,Andrea Magdalena Villalobos,Necaxa,1,1260
2017-2018,Clausura,128º,Jessica Noemí Cuellar,León,1,422
2017-2018,Clausura,129º,Damaris Michel Godínez,León,1,1260
2017-2018,Clausura,130º,Natalia María Duarte,Atlas,1,696
2017-2018,Clausura,131º,Marcela Valera,Atlas,1,1170
2017-2018,Clausura,132º,Mónica Villaseñor,M. Morelia,1,821
