Temporada,Torneo,Columna_3,Columna_4,Columna_5,Columna_6,Columna_7
2020-2021,Clausura,34º,María Guadalupe Sánchez,Tigres,3,1417
2020-2021,Clausura,35º,Anette Natalia Vázquez,Guadalajara,3,995
2020-2021,Clausura,36º,Marcia Paola García,Atlas,3,821
2020-2021,Clausura,37º,Dinora Lizeth Garza,Pumas,3,1111
2020-2021,Clausura,38º,Daniela Itzaxaya García,Pumas,3,1250
2020-2021,Clausura,39º,Mayra Alejandra Pelayo-bernal,América,3,763
2020-2021,Clausura,40º,Dorian Montserrat Hernández,América,3,1242
2020-2021,Clausura,41º,Eva Beatriz González,América,3,1347
2020-2021,Clausura,42º,Janelly Farias,América,3,1350
2020-2021,Clausura,43º,Alexia Nayeli Villanueva,Santos Laguna,3,943
2020-2021,Clausura,44º,Rosa Iris Aguiar,Tijuana,3,811
2020-2021,Clausura,45º,Magaly Cortés,Mazatlán FC,3,1368
2020-2021,Clausura,46º,Casandra Montero,Mazatlán FC,3,1512
2020-2021,Clausura,47º,Yazmin Araceli Álvarez,León,3,1361
2020-2021,Clausura,48º,Sonia Vázquez,León,3,1475
2020-2021,Clausura,49º,Estefany Elizabeth Hernández,Necaxa,3,654
2020-2021,Clausura,50º,Stephanie Baz,Necaxa,3,1194
2020-2021,Clausura,51º,Paola Estefanía Alemán,Atlético de San Luis,3,754
2020-2021,Clausura,52º,Isabel Kasis,Atlético de San Luis,3,1214
2020-2021,Clausura,53º,Estefania Izaguirre,Atlético de San Luis,3,1379
2020-2021,Clausura,54º,Miriam Castillo,Guadalajara,2,1371
2020-2021,Clausura,55º,Diana Laura Evangelista,Rayadas,2,1070
2020-2021,Clausura,56º,Dania Nicole Pérez,Rayadas,2,1484
2020-2021,Clausura,57º,Laura Herrera,Pumas,2,364
2020-2021,Clausura,58º,Alice Fernanda Soto,Pachuca,2,244
2020-2021,Clausura,59º,Andrea Balcazar,Pachuca,2,502
2020-2021,Clausura,60º,Mónica Rose Alvarado,Pachuca,2,1038
2020-2021,Clausura,61º,Karen Alejandra Díaz,Pachuca,2,1500
2020-2021,Clausura,62º,Destinney Rosalía Duron,Toluca,2,909
2020-2021,Clausura,63º,Zaira Carolina Miranda,Toluca,2,1136
2020-2021,Clausura,64º,Yamanic Nahomi Martínez,Toluca,2,1530
2020-2021,Clausura,65º,Daniela Frank Flores,América,2,824
2020-2021,Clausura,66º,Karime Abud,Cruz Azul,2,885
2020-2021,Clausura,67º,Susana Romero,Cruz Azul,2,1053
2020-2021,Clausura,68º,Rebeca Villuendas,Cruz Azul,2,1432
2020-2021,Clausura,69º,Paola González,Cruz Azul,2,1530
2020-2021,Clausura,70º,Olga Anahí Trasviña,Santos Laguna,2,520
2020-2021,Clausura,71º,Joseline Andrea Hernández,Santos Laguna,2,1133
2020-2021,Clausura,72º,Brenda Noemí Viramontes,Querétaro,2,566
2020-2021,Clausura,73º,Fátima Servín,Querétaro,2,914
2020-2021,Clausura,74º,Liliana Hernández,Mazatlán FC,2,376
2020-2021,Clausura,75º,Claudia Fernanda Cid,León,2,563
2020-2021,Clausura,76º,Saira Cecilia López,Necaxa,2,731
2020-2021,Clausura,77º,Ibeth López,Puebla,2,364
2020-2021,Clausura,78º,Mariana Ramos,Puebla,2,773
2020-2021,Clausura,79º,María José López,Puebla,2,1530
2020-2021,Clausura,80º,Silvia Elicerio,FC Juárez,2,971
2020-2021,Clausura,81º,Miah Alexia Zuazua,FC Juárez,2,1240
2020-2021,Clausura,82º,Celeste Alejandra Vidal,FC Juárez,2,1404
2020-2021,Clausura,83º,Gabriela Rocío Álvarez,FC Juárez,2,1485
2020-2021,Clausura,84º,Kimberly Karina Reséndiz,Atlético de San Luis,2,915
2020-2021,Clausura,85º,María Fernanda Elizondo,Tigres,1,261
2020-2021,Clausura,86º,Nancy Guadalupe Antonio,Tigres,1,1270
2020-2021,Clausura,87º,Greta Alejandra Espinoza,Tigres,1,1428
2020-2021,Clausura,88º,Liliana Mercado,Tigres,1,1440
2020-2021,Clausura,89º,Diana Jaqueline Rodríguez,Guadalajara,1,1411
2020-2021,Clausura,90º,Damaris Michel Godínez,Guadalajara,1,1508
2020-2021,Clausura,91º,Alexa Daniela Curiel,Atlas,1,182
2020-2021,Clausura,92º,Valeria Razo,Atlas,1,439
2020-2021,Clausura,93º,Karen Andrea García,Atlas,1,1338
2020-2021,Clausura,94º,María Fernanda Daniela Pérez,Atlas,1,1355
2020-2021,Clausura,95º,Vanessa González,Atlas,1,1369
2020-2021,Clausura,96º,Yamile Azenek Franco,Rayadas,1,381
2020-2021,Clausura,97º,Mónica Irina Flores,Rayadas,1,795
2020-2021,Clausura,98º,Rebeca Bernal,Rayadas,1,1516
2020-2021,Clausura,99º,Patricia De María Jardón,Pumas,1,132
2020-2021,Clausura,100º,Jaquelín García,Pumas,1,348
2020-2021,Clausura,101º,Paola Chavero,Pumas,1,584
2020-2021,Clausura,102º,Marylin Viridiana Díaz,Pumas,1,646
2020-2021,Clausura,103º,Liliana Rodríguez,Pumas,1,985
2020-2021,Clausura,104º,Dania Belén Padilla,Pumas,1,1338
2020-2021,Clausura,105º,Dirce Delgado,Pumas,1,1503
2020-2021,Clausura,106º,Ana Paola López,Pachuca,1,788
2020-2021,Clausura,107º,Lizbeth Ángeles,Pachuca,1,1443
2020-2021,Clausura,108º,Diana Michelle Guatemala,Toluca,1,143
2020-2021,Clausura,109º,Karen Becerril,Toluca,1,807
2020-2021,Clausura,110º,Karla Lorena Martínez,Toluca,1,954
2020-2021,Clausura,111º,María Fernanda Piña,América,1,232
2020-2021,Clausura,112º,Jana Alexandra Gutiérrez,América,1,856
2020-2021,Clausura,113º,Itzel Cruz,Cruz Azul,1,546
2020-2021,Clausura,114º,Martha Natalia Enciso,Cruz Azul,1,832
2020-2021,Clausura,115º,Ana Gabriela Huerta,Cruz Azul,1,908
2020-2021,Clausura,116º,Daniela Janet Monroy,Cruz Azul,1,1295
2020-2021,Clausura,117º,Esmeralda Guadalupe Zamarron,Santos Laguna,1,239
2020-2021,Clausura,118º,Isela Guadalupe Ojeda,Santos Laguna,1,667
2020-2021,Clausura,119º,Karym Iturbe,Querétaro,1,479
2020-2021,Clausura,120º,Daniela Sánchez,Querétaro,1,864
2020-2021,Clausura,121º,Mayra Alejandra Santana,Querétaro,1,1169
2020-2021,Clausura,122º,Jazmín Enrigue,Querétaro,1,1395
2020-2021,Clausura,123º,Alondra Karime Camargo,Querétaro,1,1530
2020-2021,Clausura,124º,Nancy Zaragoza,Tijuana,1,383
2020-2021,Clausura,125º,Dulce Maria Alvarado,Tijuana,1,1200
2020-2021,Clausura,126º,Alma Verania López,Mazatlán FC,1,540
2020-2021,Clausura,127º,Janae Chantell González,Mazatlán FC,1,1087
2020-2021,Clausura,128º,Dalia Nailea Vidrio,León,1,622
2020-2021,Clausura,129º,Lucero Ximena Cuevas,León,1,723
2020-2021,Clausura,130º,Paulina Gómez,León,1,887
2020-2021,Clausura,131º,Joselyn De La Rosa,León,1,1314
2020-2021,Clausura,132º,Sanjuana De Jesús Muñoz,León,1,1412
2020-2021,Clausura,133º,María José Acosta,Necaxa,1,376
2020-2021,Clausura,134º,Iraida Guadalupe Fernández,Necaxa,1,407
2020-2021,Clausura,135º,Reyna Sabina Velázquez,Necaxa,1,661
2020-2021,Clausura,136º,Brianda Escobedo,Necaxa,1,1081
2020-2021,Clausura,137º,Fanny Lizeth Grano,Necaxa,1,1260
2020-2021,Clausura,138º,Dayana Joselyn Cazares,Puebla,1,246
2020-2021,Clausura,139º,Jessica Arely Vázquez,FC Juárez,1,914
2020-2021,Clausura,140º,Daniela Auza,FC Juárez,1,1047
2020-2021,Clausura,141º,Karen Pamela Loya,FC Juárez,1,1312
2020-2021,Clausura,142º,Paola Elizabeth Urbieta,Atlético de San Luis,1,1203
2020-2021,Clausura,143º,Andrea América Ibarra,Atlético de San Luis,1,1206
2020-2021,Clausura,144º,Citlali Guadalupe Hernández,Atlético de San Luis,1,1215
2020-2021,Clausura,145º,Edith Deyanira Carmona,Atlético de San Luis,1,1414
